,0
HBZ,0.012704061
GYPB,0.0077657425
FAM83A,0.006784429
XIST,0.0061623584
ZC3HAV1,0.0059944834
KIAA0101,0.0057745753
HMGB2,0.0057522585
DOK2,0.0056168
STMN1,0.0054589114
PSMB1,0.0053785737
HBG1,0.0052907625
CDT1,0.0052626324
HSP90AB1,0.0052144923
ASIC4,0.005205002
DDX21,0.0051928665
FABP5,0.005180205
TFRC,0.0050732535
SRSF3,0.0050385525
BTG1,0.0050338088
CCNA2,0.005001881
PLD3,0.004999611
PNISR,0.004973898
NEAT1,0.0049390495
FMNL1,0.0047878716
HERC2,0.00477306
CDK1,0.004642458
PYROXD2,0.0045615747
ANXA2,0.004550064
SLC20A1,0.00454228
CDKN2C,0.004540121
APOE,0.0044710864
RP11-717F1.1,0.0044204644
BLVRB,0.0043320116
SMC4,0.004330409
HELLS,0.004278623
ACTG1,0.0042777457
DUSP13,0.004268399
HAGH,0.004263056
HIST1H1C,0.0041584754
SRM,0.00415762
CAPZA1,0.0041337316
BIRC5,0.0041224193
KRT8,0.004121299
POLR3GL,0.0040286244
SLC3A2,0.0040224046
SLC25A37,0.0040131235
PA2G4,0.003994296
RAN,0.003974974
CEBPE,0.003947197
TAC3,0.0039217006
C1QBP,0.0039190548
PPIB,0.003873866
ACP5,0.0038433452
IGBP1,0.003830726
ST6GALNAC1,0.0037645013
ATP6V0E1,0.00374835
HSP90AA1,0.003741377
LMNA,0.0036725015
USP20,0.003669712
MYC,0.0035972162
HSPA1A,0.0035905824
LYL1,0.0035794305
CD55,0.0035753944
CCND3,0.0035454193
THUMPD3-AS1,0.0035349163
COMT,0.0034850023
AC079466.1,0.00346693
ALAS2,0.0034362676
C1orf56,0.0034330972
MAPKAPK2,0.003423565
CSF3R,0.0033882745
HBG2,0.0033745002
PTRF,0.0032693518
CNN1,0.0032467544
MSH6,0.0032332798
CDKN2D,0.0032240013
FTH1,0.003222533
UFD1L,0.0031863032
HMGN2,0.0031824058
ATF4,0.003177644
NPM1,0.0031683806
SNX10,0.0031560522
GYPE,0.0031508878
PSAP,0.0030930103
PPP1R14A,0.003049317
GINS2,0.0030251858
ZFP36L2,0.003020898
MAGED2,0.003000991
TUSC3,0.0029921308
RNF213,0.0029562975
PHB,0.0029391325
HIST1H4H,0.0029269801
ABL2,0.0029212523
DPYSL2,0.0029087898
SQLE,0.00290654
SUSD3,0.0028848078
ZEB2,0.0028799972
RAC2,0.0028315696
TIMP1,0.002828076
UCP2,0.0028024344
GOLIM4,0.0027848273
MAPRE3,0.0027726442
JUND,0.0027549295
GABPB2,0.0027266163
CRYM,0.0027175196
UBC,0.0027060898
FLNA,0.002670949
FADS1,0.0026676455
RNF125,0.0026532519
CFD,0.0026387142
FCER1G,0.0026027749
PLCG2,0.0026014703
BCYRN1,0.002600699
CD164,0.0025880625
TNRC6B,0.0025629643
CHI3L2,0.0025321676
RDH10,0.002530687
CD37,0.002518823
RPL7A,0.0025051378
ILF3-AS1,0.002471237
LY6E,0.002468641
CCNL1,0.0024647934
CORO1A,0.0024610313
MSRB1,0.0024597459
CKS1B,0.0024538094
LRP1,0.002453589
KRT18,0.0024445197
MAP1B,0.0024423618
ARPC3,0.002440669
CCS,0.0024300464
TLN1,0.0024240306
HIST1H2AC,0.0024064896
DUSP9,0.0023479548
COL18A1,0.0023249628
ADAMTSL4,0.002323305
ANXA5,0.0023121529
WDR43,0.002271335
PDE4DIP,0.0022592247
RANBP1,0.0022534933
ITGB2-AS1,0.0022083404
RUNX1,0.0022050533
MARC2,0.0021953362
CALR,0.0021832015
DHFR,0.0021727998
HMGCL,0.002157019
SQSTM1,0.0021516376
C1orf61,0.00214361
BSDC1,0.002109649
RPS6,0.0021064
CLSPN,0.0020976006
C6orf1,0.002066915
FAM210B,0.002054796
TNNT1,0.0020118414
DDIT4,0.0020004034
RTN4,0.0019912065
DDAH2,0.0019897379
PPP1R12A,0.001981442
PITX1,0.0019755033
S100A13,0.001971195
EXOG,0.0019645065
EXOSC8,0.0019644958
CKAP2,0.001960014
VMP1,0.0019499259
ID3,0.0019375345
CSAD,0.0019366215
WARS,0.0019320083
CD59,0.0019287785
TSPAN32,0.0019261764
S100A1,0.0019190433
LDHA,0.0019145566
TUBA1B,0.0019042651
PNPLA8,0.001900804
SPC25,0.00190019
CAP1,0.0018961349
SYP,0.0018899939
FRG1,0.0018797484
TPRA1,0.001861207
NENF,0.0018497956
C11orf21,0.0018473031
RGCC,0.0018322085
FEZ1,0.0018006078
DDIT3,0.0017997142
PTMA,0.0017977619
PRDX1,0.0017935332
HMGB1,0.0017807052
PSMB9,0.0017776896
SHC2,0.0017680841
PLA2G15,0.0017592295
NFE2L2,0.001743281
YPEL1,0.0017279518
ARHGAP9,0.0017223752
GAL,0.0017169188
PDIA4,0.0017118038
ANXA3,0.0017111964
NTRK1,0.0017101996
UBE2H,0.0017098137
RASSF2,0.001702016
SUMF2,0.0016996794
ENO1,0.0016935377
HERPUD1,0.0016930274
PRDX5,0.0016852758
PBXIP1,0.0016843085
PNMT,0.0016788275
CLIC1,0.0016682887
NFKBIA,0.0016680143
TSC22D1,0.0016649567
TMEM173,0.0016541292
FNIP2,0.0016537003
ECM1,0.0016533918
RP11-1143G9.4,0.0016512254
TES,0.001649309
CDC42EP5,0.0016484314
SET,0.0016482866
SRSF7,0.0016237134
ZBTB16,0.0016075326
CENPE,0.0015967864
CLU,0.0015541873
HIST1H2BJ,0.0015403657
GRAP2,0.00153788
VGF,0.0015323838
RP11-301G19.1,0.0015256531
MT1F,0.0015151725
INTS6-AS1,0.0015078823
MYL6,0.0015071415
RP5-1171I10.5,0.0014986753
PMP22,0.001495193
DNAJB2,0.0014911171
RP6-159A1.4,0.0014875239
LINC00467,0.0014821552
SNHG19,0.0014744092
RPL34,0.0014685057
FAM214B,0.001467382
RP11-85G21.3,0.0014520081
MANF,0.0014466253
HLA-E,0.001430682
FUCA1,0.0014284028
NCOA4,0.0014282903
PTPN7,0.0014081214
AC245100.1,0.0014075971
BPGM,0.0014060505
SOCS1,0.0013976372
HN1,0.0013967408
ARID5B,0.0013964903
ESAM,0.0013942113
CENPU,0.0013935178
ENTPD1,0.0013859245
ZNF431,0.0013668798
SMIM3,0.0013566726
NUSAP1,0.0013341836
SPC24,0.0013294646
SPARC,0.0013220594
PLA2G16,0.001321873
LEPROT,0.0013162252
ARHGAP25,0.0013152508
CTSL,0.0013149501
DNAJA1,0.0012929685
NUDC,0.0012863943
IGFBP4,0.001275997
NR4A1,0.0012544128
SARS,0.0012512682
SDSL,0.0012439485
SLC25A45,0.0012349314
DAPK2,0.0012348291
ORAI2,0.0012255664
PEG10,0.0012230217
CSF2RA,0.0012097014
PDLIM4,0.001206475
HSPA8,0.0011996564
SLC7A8,0.001190318
ACSL1,0.0011856006
HSD3B7,0.0011782958
ACAP1,0.001177526
RP1-191J18.66,0.0011738368
HIST2H2BE,0.0011729319
SMOX,0.0011696884
SLC2A1,0.0011639547
IGFBP2,0.001161888
SNCG,0.001153138
CCPG1,0.0011388904
DACT3,0.0011388665
CLC,0.0011375551
SKAP2,0.0011332061
MIR3681HG,0.0011159936
CTNNB1,0.0011153577
SMPD1,0.0011061254
DHRS9,0.0011050917
MFGE8,0.0010999832
PIK3R1,0.0010888076
KPNA2,0.0010854475
FNBP1,0.0010854184
AAK1,0.001083112
QPRT,0.0010824238
AHSP,0.0010752446
AC016629.3,0.0010699049
CITED1,0.0010694857
MANBA,0.0010676234
KLHL24,0.0010664972
LDHB,0.0010642904
ZFHX3,0.001058782
CISH,0.0010494798
ZBED5-AS1,0.0010487491
CD68,0.0010480526
RP4-798A10.7,0.0010462287
SP6,0.0010435897
MBD4,0.0010432317
FAM111A,0.0010361022
CARHSP1,0.001031501
CTD-3193K9.4,0.0010259537
RP11-20B24.2,0.0010244482
LINC00853,0.0010243969
ZNF620,0.0010164417
ANP32E,0.0010150586
LAMP2,0.0010042116
LYZ,0.0010023738
MT-ND4L,0.0009912095
MGST3,0.0009883491
NAGK,0.0009868554
RP1-34B20.21,0.000982887
TRIM5,0.0009826359
NME1,0.0009792596
RP11-796E2.4,0.0009777427
PLAUR,0.00097632443
MARCH2,0.00097628473
LINC01136,0.0009734026
COX17,0.00096572755
HES1,0.0009656802
AURKA,0.0009559043
AC018816.3,0.0009525167
RHOB,0.0009517085
ABHD4,0.000949497
RP11-98O2.1,0.00094833464
C3AR1,0.0009473406
GSTP1,0.00094463205
CARD8-AS1,0.0009330849
TRIB1,0.0009310655
S100A10,0.000930756
HNRNPH1,0.000927111
GMPPA,0.0009232372
ARHGAP30,0.0009211231
FNDC4,0.0009193113
MT1G,0.0009186816
CDKN1A,0.0009141679
PAQR8,0.00091262744
HIST1H1E,0.00091050565
SPINK5,0.00090981385
TSPAN13,0.0009024386
FAM129A,0.00089719624
PTP4A3,0.0008967812
TFAP2B,0.0008871468
CD47,0.00088559923
TMEM191C,0.00088340254
MEIS3,0.000882431
HES4,0.00087908166
IFITM2,0.0008782098
FAM65B,0.0008747384
KIAA1551,0.0008700381
NINJ1,0.0008671632
ACTB,0.00086553826
GIPR,0.00086460606
LINC00324,0.000862413
C11orf96,0.0008617806
ANKRD28,0.0008496259
RNASE1,0.00084957335
ITPRIPL2,0.0008483398
TAX1BP3,0.0008447529
SMIM14,0.0008434958
CD9,0.0008411798
CLTA,0.00084076286
ACE,0.0008345473
SWAP70,0.00083305815
HIST1H1D,0.0008137045
ICAM1,0.00081065437
GATS,0.0008030055
PLEKHO1,0.0007999129
CLEC4M,0.00079337624
RPL7,0.0007886161
GADD45B,0.00078172865
TRPM4,0.00078031037
APOL4,0.00077763153
PPARA,0.0007705603
ARSB,0.000769246
FOSB,0.00076727493
APOBEC3C,0.00076652825
INHA,0.0007662744
FRMD4B,0.00076533365
PKD2L2,0.0007590951
TNFRSF9,0.0007585028
MS4A4A,0.0007556952
CREG1,0.00074869226
AHR,0.00073609303
RAB3B,0.0007360049
RP11-29B2.6,0.00073462195
RP11-290L1.2,0.00072908506
BRI3,0.0007234392
AFMID,0.0007230387
ARSD,0.0007225666
ADGRG5,0.00072241534
CEBPD,0.0007220925
LRRC71,0.0007072205
POU2F2,0.00070522784
AK8,0.00070305984
IDS,0.00070147146
SPINK4,0.00070093444
CTB-50L17.16,0.00069999753
SOCS2,0.0006979812
