,0
SH3BGRL3,0.009226532
BTK,0.007785718
TNRC6B,0.0069611873
DSCR8,0.006849525
LAPTM5,0.0062300297
HBG2,0.0060725133
HBG1,0.0060001398
PNRC1,0.005992197
CALR,0.0059274198
METTL9,0.005789583
CD63,0.0057552364
CEBPE,0.0054995557
COMMD6,0.0053498014
HBD,0.0053494335
GPSM3,0.005334491
PTPN7,0.0051274165
FAM89A,0.005098913
CTSC,0.004951343
SEPP1,0.0049349745
HIST2H2AC,0.004856352
NEAT1,0.0047603673
RNF168,0.0046807164
MEF2C,0.004570208
MALAT1,0.004564181
ATF7IP2,0.004547119
NPC2,0.004418647
TSPAN13,0.0044137854
VIM,0.004372034
LINC00467,0.0043685874
ZYX,0.004344466
GABPB1-AS1,0.004301829
PSMD5-AS1,0.0042568077
ZDHHC12,0.0042513963
FCER1G,0.004251007
MAP7D1,0.0041787378
LINC01003,0.004169494
CCND3,0.004099762
NCOA4,0.0040986263
IGFBP2,0.004089797
CLC,0.004072487
ABL2,0.0040440504
BRI3,0.0039695036
HIST1H4C,0.003964734
NR2F2,0.003945402
ALAS1,0.003807126
ARMCX3,0.003762948
HSP90B1,0.0036984468
MAPKAPK2,0.0036803957
FRG1,0.0036361082
TMSB10,0.0035895407
CYP3A5,0.0035639973
RELN,0.0035464452
MSRB1,0.003535521
PIM2,0.0035305172
FTL,0.0034840705
ITM2B,0.0034586792
TFPI,0.0034309053
LY6E,0.0033947502
ARPC1B,0.0033874842
TMSB4X,0.0033739319
ERV3-1,0.0033731859
TJP2,0.0033598847
USP20,0.0033529287
PSME1,0.0032973066
RP11-301G19.1,0.0032448214
PPP1R18,0.0032003564
CDC45,0.003148902
GLUL,0.0031446796
GAL,0.0031322907
ZC3HAV1,0.0031211665
SNX10,0.0030750274
BCL2L1,0.0030706315
SMAP2,0.00305579
BMP2K,0.0030506158
CDKN2C,0.0030484037
IL6ST,0.0030442032
PITX1,0.003032165
TGFB1,0.0030179983
SAT1,0.0030099303
HLA-C,0.002983594
HERC2,0.002975748
CMTM6,0.0029535082
CFD,0.0028888995
PLEKHO1,0.0028601568
RP11-85G21.3,0.0028363862
VMP1,0.0028290225
ATG2A,0.002816733
UCP2,0.0028152599
RSRP1,0.0027983144
TYROBP,0.0027917472
ROGDI,0.0027748304
B4GALT1,0.002763672
KLF1,0.0027527479
PLP2,0.0027376718
MDH2,0.0027278108
CISH,0.0027133941
CLN5,0.0026958077
POLR3GL,0.0026945132
NPW,0.0026725475
CAPZA1,0.0026642762
ARHGDIB,0.002649173
NINJ1,0.002622496
UBC,0.002616695
ZFP36L2,0.0026145848
TEX30,0.0025866188
BTG2,0.002576181
NCKAP1L,0.0025208674
CD37,0.0025109053
PDLIM4,0.0025015764
PDIA4,0.0024863994
RNF213,0.0024514648
FEV,0.0024451069
ITPR2,0.0024378237
TMEM55A,0.0024183823
DBI,0.002413105
BNIP3L,0.0024068814
NFKBIA,0.0023979715
CCNB1,0.0023458104
NKG7,0.0023321246
TLE4,0.002317682
SDCCAG8,0.0022915895
CD55,0.0022898742
HIST1H2BD,0.0022785703
PPP1R15A,0.0022743752
TAX1BP1,0.002265381
SOX4,0.0022557485
PPP1CB,0.0022350913
HIST1H2BH,0.0022217056
RHOBTB3,0.0022176697
ATP2B4,0.0022161023
SYF2,0.002214239
ARHGAP9,0.0021977038
KRT8,0.0021898062
AKAP13,0.0021859272
USP53,0.002123636
PEG10,0.0021215572
NCL,0.002110584
CREBRF,0.0021002798
COL9A2,0.0020735199
YBX1,0.002067992
ACTG1,0.00205576
ATP6V0E1,0.0020421748
TUBB2A,0.0020404737
LYL1,0.0020304646
TNFSF10,0.0020076183
YPEL1,0.0020063478
STAP1,0.0020052283
NENF,0.0020028665
DNAJB4,0.0019924196
PMP22,0.0019901656
CTSZ,0.0019790775
GMFG,0.0019742416
PHLDA2,0.0019730455
SOCS2,0.001961828
DDAH2,0.0019453624
CCDC136,0.0019412289
EMP3,0.0019404251
ANKRD10,0.0019341791
SP6,0.0019336203
GOLIM4,0.0019234847
FAM234A,0.0019189
FTH1,0.0019121474
YPEL3,0.0019092541
RGCC,0.0019081732
TSC22D3,0.001907404
ANXA3,0.0018986047
DSC2,0.0018968298
HBE1,0.001876985
MARCH2,0.0018744393
TRPM4,0.0018722923
PPP3CA,0.0018247645
ADAMTSL4,0.0018193513
IDH2,0.0017890916
MIDN,0.0017726939
SERPINB1,0.0017542361
TNFRSF12A,0.0017518483
UBE2H,0.0017482748
IQGAP2,0.0017271171
DNAJC3-AS1,0.0017222806
COTL1,0.0017144834
SESN2,0.001687085
ISG15,0.0016818754
IL10RB,0.0016817307
NABP1,0.0016660605
SERPINB9,0.001659014
CTD-2020K17.1,0.0016572957
PRC1,0.0016559944
MTURN,0.0016420413
PTK2B,0.0016420408
MANF,0.0016402075
MYL12A,0.0016382532
MT1G,0.0016351409
CTNNB1,0.0016256138
MTHFR,0.0016172507
SLC25A37,0.0016157681
RNASE1,0.0015932582
MAP1LC3B,0.0015907899
SRSF7,0.0015803922
DNAJB1,0.0015789226
ORAI3,0.001573457
VWA5A,0.0015525876
UGP2,0.0015498502
HEMK1,0.0015497878
LCP2,0.0015326467
GYPE,0.0015252732
TMEM120B,0.0015249754
RNASET2,0.0015236363
RHOC,0.0015186871
CREG1,0.0015122049
CD47,0.0015061924
MGST3,0.0014906467
SLC20A1,0.0014858058
TSPAN10,0.0014772674
HEPH,0.0014735966
WBP5,0.0014726785
RP6-159A1.4,0.0014647332
ANKRD11,0.001464549
HIST1H1D,0.0014602633
ATP1B1,0.0014550369
GDF15,0.0014536022
GATS,0.0014444359
GSTM3,0.0014368255
C10orf54,0.0014276652
HIST1H2BE,0.0014275131
MSH6,0.0014082041
C1orf56,0.001406835
FADS1,0.001406765
TRIM38,0.00139993
MS4A3,0.0013969525
PDE4DIP,0.001376412
CH17-340M24.3,0.0013721453
MYC,0.0013710236
FNIP2,0.0013692086
MIR4458HG,0.0013682537
ATF5,0.0013619923
SELPLG,0.0013573145
FAM210B,0.0013537441
CLEC2B,0.0013463763
TOR3A,0.0013372117
LYSMD1,0.001334737
POLR2J3,0.0013315757
LINC00936,0.0013200371
PLEK,0.0013037735
ADAM17,0.0013019638
ZNF436-AS1,0.0012996112
RP11-294J22.6,0.0012950904
RAB4B,0.0012849207
RP13-516M14.4,0.0012845794
GSN,0.0012725818
DLGAP5,0.0012638269
HLA-A,0.0012509103
REEP6,0.0012502407
CSRNP1,0.0012407395
