,0
HIST1H4C,0.007757977
BCYRN1,0.0070416057
RAC2,0.0070186118
CTSC,0.0065136524
KIAA0101,0.0064569763
LY6E,0.006066646
CAP1,0.005909809
GINS2,0.0054479367
TUBA1B,0.005440981
CYBA,0.005225076
ATAD2,0.005083175
FAM45A,0.005046346
GMPPA,0.004877597
SH3BGRL3,0.004838777
PSMB1,0.0046724854
PLD3,0.004647375
SH3BGRL,0.004509928
DPYSL2,0.0045039975
TNNT1,0.004395295
ARL6IP5,0.004380274
MPC2,0.0043578725
HAGH,0.0043571917
ID1,0.0042934367
CTSZ,0.00419234
KMT2E,0.0041592275
ID3,0.0041158977
LYL1,0.004035472
LST1,0.003971769
ZFHX3,0.003946076
BPTF,0.003826287
PITX1,0.003826206
CCNB2,0.0037903925
TUBA1C,0.003786098
LYAR,0.0037750513
LGALS1,0.0037172807
MTRNR2L8,0.0036805456
GMFG,0.0036751053
HELLS,0.0036524255
MSX1,0.003642735
MSH6,0.003573064
ALAS1,0.003572409
MIDN,0.003566498
HBG1,0.003522198
PYROXD2,0.0035103264
HOTAIRM1,0.003467899
FEV,0.0034495816
TRAPPC6A,0.0034437957
USP53,0.003433999
PNISR,0.0034167534
LDHA,0.0034041782
TMEM219,0.0033778138
MKNK2,0.0033328205
SUSD3,0.0033271618
CKB,0.0032731374
SMYD3,0.0032688836
ARMCX3,0.0032587235
PLAUR,0.0032397972
GADD45A,0.0032219756
CFD,0.0032214473
CDC45,0.0032060063
DSCR8,0.003153834
FLNA,0.0031342392
RCSD1,0.003132971
HOXB9,0.003078858
NEAT1,0.0030784174
PPCS,0.0030429945
COL18A1,0.0030270324
HBA1,0.0030262615
FADS1,0.0030130364
TUBB,0.003002552
SQSTM1,0.0030019018
POLR3GL,0.0029773852
WBP5,0.0029634782
GAPDH,0.0029595946
HLA-C,0.0029153444
RP11-796E2.4,0.0028764617
TSC22D1,0.0028675247
ADAMTSL4,0.002865991
ENO1,0.0028646
HIST1H2BH,0.0028565577
GSN,0.0028241698
SAMSN1,0.002811173
ITM2B,0.0027915242
PNRC1,0.0027782682
PRSS57,0.0027781015
TMSB4X,0.0027743266
CAPZA1,0.0027654823
PGD,0.0027452246
IDH2,0.0027214831
FMNL1,0.002716533
CLSPN,0.0027126386
ING2,0.0027116644
NCOA4,0.0027080732
GSTP1,0.0026948198
