,0
HMGB2,0.010104833
HIST1H4C,0.008520864
MT-ND4L,0.008414823
MKI67,0.008117404
CENPF,0.007218847
CFD,0.007176741
MPZL1,0.007172216
MARCKSL1,0.0069671697
DHFR,0.006723208
SRM,0.0067187753
ODC1,0.0066318414
CKS1B,0.0062937913
RHOC,0.00590728
SDCCAG8,0.005894708
PRSS57,0.005882321
TAF7,0.0058520623
NCL,0.0057613044
TOP2A,0.005670062
ST6GALNAC1,0.005600923
TMSB10,0.005600342
PTTG1,0.0055886065
SRSF3,0.005587349
CLSPN,0.005463539
PKM,0.0053009875
C21orf58,0.0052062925
MDK,0.0050450712
TMSB4X,0.0050094943
KCNH2,0.0049946257
ASPM,0.0049352697
HMGN2,0.004935007
MACF1,0.004915021
CKS2,0.0049078665
SET,0.0047808825
DDX21,0.004776752
NPW,0.0047345217
NUDC,0.0047032717
SMC4,0.0046761185
TLN1,0.004660743
THUMPD3-AS1,0.004562714
SPC24,0.0045287088
BCYRN1,0.004528013
PPP1CB,0.0045065423
CCNB2,0.004504207
TKT,0.004488896
EXOSC8,0.0044818167
DNAJB1,0.0043903114
B4GALT1,0.0043579265
CENPE,0.004352421
HMMR,0.004307162
CA11,0.004266242
PTPN12,0.0042015156
ENO1,0.004170967
HIST1H2BJ,0.0040877834
BIRC5,0.0039747744
CMTM6,0.0039731446
PRKAR2B,0.0038986555
CCPG1,0.0038645305
FASN,0.0038447115
PLK1,0.0038288312
MT-ATP6,0.0038124083
HIST2H2AC,0.003786461
ATAD2,0.0037673027
LAPTM4B,0.0037493398
DAZAP2,0.0037437114
MT-ND6,0.0037160998
UBE2S,0.0036607157
RP11-85G21.3,0.003643612
RCSD1,0.0036240993
ARGLU1,0.003623006
SNHG9,0.00358138
LYZ,0.0035384316
COMMD6,0.0035313745
TAPBP,0.00350157
CDC45,0.0034579819
CD55,0.0034251418
TPX2,0.0033976315
TUBB,0.0033851264
CCNL1,0.0033195133
CCNA2,0.0033078727
HN1,0.0032772208
HSP90AA1,0.003271195
COX17,0.0032465882
CDT1,0.0031203607
AURKA,0.00311671
KIAA0101,0.0030843033
ASRGL1,0.0030577222
PPP1R14A,0.0030528011
ARHGEF6,0.0030043458
FNBP1,0.0029965374
EIF4A2,0.0029905178
CALM2,0.0029896535
CDC20,0.0029796157
CDCA8,0.0029730173
MT-ND4,0.0029702852
CTNNB1,0.0029549648
PHGDH,0.0029529047
APOLD1,0.0029456262
GALK1,0.002941346
EIF2S3,0.002939348
MT1E,0.0029200767
SYF2,0.0028836625
HSPA1A,0.0028634798
WSB1,0.0028263908
FAM101B,0.0028060062
HEMK1,0.0027913826
LST1,0.0027801571
GOLIM4,0.0027755173
SYP,0.0027728232
LAPTM5,0.002751899
ORC6,0.0027421324
GPR85,0.0027081587
MAP7D1,0.0027008252
