,0
HBZ,0.012752608
HES6,0.008270576
PRKAR2B,0.007879866
HBG2,0.00753767
RNF130,0.0065537933
SOCS2,0.0063599255
CTSZ,0.00617174
HBG1,0.006039457
FCER1G,0.005977235
TSPYL1,0.0057795076
RP11-717F1.1,0.0056586713
NEAT1,0.0056148535
ARPC5,0.0054281694
HBA2,0.0054229395
RP5-1171I10.5,0.005381924
IQGAP2,0.005370793
HBA1,0.005326225
MLLT11,0.005294212
PSMD5-AS1,0.005026274
ID1,0.0050099716
SMIM1,0.00497014
BPTF,0.004805162
PDE4DIP,0.004769142
C2orf88,0.004703101
ABL2,0.0044894386
APOBEC3C,0.0044886493
PPP1R14A,0.0044066086
TXNIP,0.004386467
RP11-301G19.1,0.0042764135
MYLIP,0.004158555
HSPA8,0.0041465545
AK8,0.004139011
C1orf56,0.0041183545
PIF1,0.0040602162
CDKN2D,0.0038575998
GIGYF1,0.0038291167
MALAT1,0.0037807187
PNMT,0.003776601
AC079466.1,0.0037646168
TOR1AIP2,0.00372153
IFITM2,0.0037147033
SEPT6,0.003678023
SLC25A37,0.0036427814
HOXB9,0.0036220755
NCKAP1L,0.003621205
HHEX,0.003533637
TLN1,0.0035306425
TRIM38,0.003500572
SAMSN1,0.0034498766
ASH2L,0.0034295716
CCR10,0.0034205294
ODC1,0.0034031002
CD7,0.0033966321
PITX1,0.0033664845
FAM234A,0.0033634992
SRM,0.0033535417
ZDHHC12,0.003332962
TPX2,0.003295414
HNRNPH1,0.003293335
C1QBP,0.003250598
TUSC3,0.0032448918
ALAS1,0.0031510035
TAX1BP3,0.0031474093
GADD45A,0.0030469121
FLNA,0.0030380099
TFRC,0.0030246205
PTPN7,0.0030186686
ICAM4,0.002992224
PTPRS,0.0029573038
DST,0.0029557394
BCYRN1,0.0029506038
ALAS2,0.0029300968
ITPR2,0.0029252237
ZBED6,0.0029189836
MSRB1,0.0028066179
RAB11FIP1,0.0027747694
CENPA,0.0027733126
CDC42SE1,0.002771366
CLU,0.002751778
ORC6,0.0027488684
KIF2C,0.0027400346
SH3BGRL3,0.0027396278
JADE1,0.0027268378
CRYM,0.0026952503
PLD3,0.0026852745
AC142472.6,0.002678853
BMP2K,0.0026766504
GPSM3,0.0026592968
BTG2,0.002646765
GOLIM4,0.0026436201
CST3,0.00263204
HELLS,0.00260234
RPS6,0.0026014706
RELN,0.0025711516
DDAH2,0.002547898
TPM1,0.0025419318
KMT2E,0.0025255617
PIM1,0.0025212527
ANXA2R,0.0025193538
BST2,0.0025120052
CD59,0.0024909119
CD99,0.002461034
MAGED2,0.0024562231
AP001171.1,0.0024416882
FCGRT,0.002437385
MYL4,0.002413052
TLE4,0.0024127455
DBI,0.002389071
MSH6,0.0023890187
GYPA,0.0023868259
TPRA1,0.002353541
FAM210B,0.0023493997
NABP1,0.0023314068
CMTM6,0.0023222377
ESAM,0.0023205127
CFD,0.0023115682
KIF14,0.002309733
SON,0.0022850707
ARPC3,0.0022788742
HIST1H4E,0.0022528693
B4GALT1,0.0022113202
TESC,0.0022111589
CCDC159,0.0021978023
CNN2,0.0021919443
KCNE3,0.0021865617
PMAIP1,0.0021735064
CDKN2C,0.0021696978
PKIG,0.0021548977
LMO4,0.0021532497
CORO1A,0.0021505537
GYPB,0.0021462098
TUBB2B,0.0021379269
DSCR8,0.0021229929
S100A4,0.0021118938
RP11-620J15.3,0.0021043941
LRRC16A,0.0020778605
ITM2B,0.0020236808
KCNH2,0.0020009526
CD37,0.0019969677
MT-CO2,0.00199173
TSPAN32,0.0019906717
LRRC75A,0.001982026
LEPROT,0.0019595653
GSTM3,0.0019446563
RP11-708J19.1,0.0019172851
RABGAP1L,0.0019133794
SDC2,0.001908707
GAL,0.001906082
ZEB2,0.0019045697
JMJD1C-AS1,0.0019041173
RIT1,0.0018968087
PTPN12,0.0018951604
TRIM56,0.0018950248
LYAR,0.0018816681
SNHG19,0.0018751307
SERPINB9,0.0018750808
SPINK4,0.0018430157
MTRNR2L8,0.0018429552
FEZ1,0.0018374665
LMO2,0.0018306052
MT-CO1,0.0018289761
NAGK,0.0018259025
DNASE1,0.0018194331
COL18A1,0.0018188714
MPZL1,0.0018067819
BRI3,0.0018010013
CD55,0.0017974345
CRYAB,0.001797232
TAX1BP1,0.0017967734
TSC22D3,0.0017958703
NFE2L2,0.0017912416
CARF,0.0017795516
MT-ND4,0.0017733068
AIF1,0.0017714994
DUSP13,0.0017680522
TMEM55A,0.0017649367
TSPAN13,0.0017620134
SLC2A6,0.0017615203
TM7SF2,0.0017535554
BTG1,0.0017506321
CLIC1,0.0017471
CLTA,0.0017348907
HOXB4,0.0017220834
WIPI1,0.001706314
MMP23B,0.001677255
TAOK3,0.0016693019
SOCS1,0.0016583193
LYL1,0.0016473765
SLC25A45,0.0016351349
POLR2J3,0.0016343906
ZBED5-AS1,0.0016259277
RSAD2,0.0016203426
PBXIP1,0.0016069143
MTHFR,0.0016020428
ACTG1,0.0015971393
CEBPA,0.0015904866
GABARAPL1,0.0015864375
SMYD3,0.0015858904
AC007246.3,0.0015795012
HOTAIRM1,0.0015712954
PLCB2,0.0015600089
ZBTB16,0.0015505188
TOR3A,0.001549557
SGOL1,0.0015480355
PDIA4,0.0015472957
PEG10,0.0015403187
ARL11,0.0015281943
FAM214B,0.0015196537
SKIL,0.0015175415
PMP22,0.0015131733
SQSTM1,0.0015049712
HLA-E,0.0015009993
SH2D2A,0.0014956613
AHSP,0.0014914143
PLAUR,0.0014904267
ZYX,0.0014900364
CHI3L2,0.0014843665
ING2,0.0014721673
ORAI2,0.0014674347
MRC2,0.0014632771
QSOX1,0.0014626451
FTH1,0.0014336295
COLGALT2,0.0014327688
TUBA1C,0.0014324922
OSR2,0.0014234745
RCSD1,0.0014059534
KCNQ1OT1,0.0014008752
IGDCC3,0.0013961982
CTSS,0.0013783163
S100A10,0.001374012
RP11-294J22.6,0.0013571788
DDX1,0.0013544958
RPL10,0.0013473812
LPCAT2,0.0013388878
CCNL1,0.0013280046
PAQR7,0.0013263198
SLC44A1,0.0013246312
PLK1,0.0013178892
S100A1,0.0013079074
KRCC1,0.0013033273
CKAP2,0.0013010994
FGD3,0.0013006513
COMT,0.0013003775
CAPZA1,0.0012983066
LYRM9,0.0012830439
HN1,0.0012805847
BEX2,0.0012796484
RFK,0.0012776789
TNNT1,0.0012711307
CDK1,0.0012698887
PTK2B,0.0012578383
CKS2,0.0012482483
HEMK1,0.0012474883
CSAD,0.0012392114
FOLR1,0.0012377248
MYB,0.0012337805
UBR5-AS1,0.0012335174
FAM43A,0.001226838
C6orf1,0.0012257705
WDR43,0.0012149824
ANXA2,0.0012144053
CALCOCO1,0.0012123229
SPINT1,0.0012068949
CAPG,0.0011921189
RNASE1,0.0011866883
LAMP2,0.001185968
DOK3,0.0011814464
FAM19A2,0.0011769971
CDC42,0.0011706209
RP6-159A1.4,0.001169911
ITGAM,0.0011602342
RP11-20B24.2,0.001159612
FAXDC2,0.001150109
SLC31A2,0.0011473934
RPS4X,0.0011455246
MT-CO3,0.0011419015
SLC20A1,0.0011366641
DUSP9,0.0011354914
RAB4B,0.0011278888
RPL34,0.0011164178
ST3GAL5,0.0011145289
ZNF467,0.0011110401
METTL9,0.0011020786
SLC7A8,0.0011018085
MDM4,0.0011014232
HMGN2,0.0010996866
ROGDI,0.0010971968
ITGA2B,0.0010936519
POU3F2,0.0010856993
MT-ATP6,0.001079717
SDCCAG8,0.0010751255
RPL14,0.001063726
ICAM1,0.0010623917
ZNF436-AS1,0.0010577542
TMEM158,0.0010535225
HRC,0.001046459
PTP4A3,0.0010462173
SCPEP1,0.0010439456
INHA,0.0010395849
PTPRC,0.0010389214
TNFSF10,0.0010327103
TKFC,0.0010322031
MYO1F,0.0010268338
YPEL2,0.0010253646
SDF2L1,0.0010235336
PLPP1,0.0010228228
IDH2,0.0010222666
WBP5,0.0010142867
APOL1,0.0010131011
DOPEY2,0.0010035334
ACRBP,0.0010002577
POLR3GL,0.0009913687
HVCN1,0.0009894831
RICTOR,0.0009848588
HMGCL,0.0009847996
RMI2,0.0009832958
C1orf186,0.0009796787
HAGH,0.0009772964
UBA7,0.0009747122
APLP2,0.00097392796
S100P,0.0009720977
CFAP70,0.00097047846
MARC1,0.0009559935
PAQR8,0.0009541741
GPR157,0.0009476937
AC016629.3,0.0009475874
LRP12,0.00093998795
RNF213,0.0009267794
CLC,0.00092399266
MARCKSL1,0.0009166541
TLCD2,0.00091390265
PHLPP2,0.00090970757
ATP1B2,0.00090423995
ACSM3,0.0009027574
PPP1R18,0.0009022781
IL2RG,0.0008988947
FGD4,0.0008981595
CR1,0.0008944292
CD47,0.0008935053
RPS3A,0.0008916922
CMB9-22P13.1,0.00088991993
TMEM154,0.00088804413
CRYBA2,0.00088659726
PRAM1,0.0008710543
CSTB,0.0008642796
RP11-1143G9.4,0.00086248823
IRF2BP2,0.00086246384
ANTXR2,0.0008557188
PROCR,0.0008545221
FBLN2,0.0008499665
MYC,0.0008468995
UBE2S,0.00084319955
NFKBIA,0.0008420678
DENND1C,0.00083128345
CRYL1,0.0008300701
AC093673.5,0.00082436786
ZFHX3,0.0008200653
STAC3,0.00081587664
ARRDC3,0.00080836954
LINC00324,0.0008034299
FAM83A,0.00079793815
SLC7A11,0.0007911577
PROS1,0.0007815052
ATP6V0B,0.0007814586
KLHL24,0.00077958714
C2orf48,0.0007720131
JUND,0.0007593025
DOK2,0.0007514561
DHRS9,0.0007481487
RP11-297N6.4,0.00074454665
MARCH2,0.0007444331
UBC,0.0007419497
DNAJA1,0.00073609623
ADAMTSL4,0.000734778
CNTRL,0.0007345874
FYB,0.00073452457
HLA-A,0.00072756695
ADAM8,0.00072741957
CD82,0.0007159261
PSMB9,0.00070874766
TGFBR2,0.00070547324
UGP2,0.0007013819
PTGS1,0.0007009407
KB-1732A1.1,0.00069438113
AF240627.2,0.00068556354
SH3BGRL,0.00068203005
TFF3,0.00068037084
TNNI3,0.00068026176
ARMCX3,0.000677359
BHLHE40,0.0006752034
NCF1,0.0006742128
INSR,0.0006713118
ATG16L2,0.00066672225
LIPH,0.00066660135
SCG5,0.00066478265
SESN2,0.00066450454
HIST2H2AC,0.00066358014
SLC2A1,0.0006608066
LST1,0.0006582012
LRP10,0.0006527147
SYP,0.0006524271
DACT3,0.0006523678
SKAP2,0.0006520581
ITGB2,0.0006508497
IFITM3,0.0006483537
RP11-315O6.1,0.00064173905
SETDB2,0.0006348436
HIST1H2AC,0.0006289457
TMEM191C,0.00062791153
NR4A2,0.0006277479
NCOA4,0.00062385143
CALR,0.0006183518
CD68,0.0006159308
ARHGAP9,0.0006124933
MS4A3,0.0006111068
YPEL4,0.00060968666
MEI1,0.0006079129
LIMD2,0.000606832
ABHD4,0.0005989875
ST6GALNAC1,0.00059851963
LCP2,0.00059522706
B3GALT4,0.00058986
PYROXD2,0.0005849013
GPR183,0.00058269047
HSH2D,0.00058043184
BIN2,0.0005721373
CELA1,0.00057202316
LYSMD1,0.00056677265
ANGPT2,0.00056598254
ARIH2OS,0.00056090544
PYY,0.0005586597
PROK1,0.0005574951
CTB-127C13.1,0.00055219466
BPGM,0.0005513832
RP11-117D22.2,0.0005512948
CTD-2319I12.2,0.00055065
PLP2,0.0005465493
ETS2,0.0005451211
RP11-556N4.1,0.0005420781
ATP10D,0.00054116844
CYP3A5,0.0005402156
TRGC1,0.00053835957
TRIM5,0.00053768844
GGT5,0.00053545204
PLEKHO1,0.0005336661
GATA2,0.00053317123
CTTNBP2,0.0005323784
FUT1,0.0005288118
PDE6A,0.0005283178
MPC2,0.00052829797
CTD-2020K17.1,0.00052152725
MT-CYB,0.00051233097
SCRG1,0.00051193073
SMAP2,0.0005117951
