,0
UBC,0.007869075
CDC42,0.007586513
MALAT1,0.007223548
SSB,0.007085018
CDCA7,0.0070179743
CENPF,0.006399061
MYC,0.006361237
USP20,0.006354853
HHEX,0.0060037794
TEX30,0.0058959094
PPP1R18,0.005580673
CTSL,0.00556374
AC079466.1,0.0053741764
MEF2C,0.005202491
PNRC1,0.005124208
WDR43,0.0050446587
BTG2,0.0050267037
BTG1,0.0050249076
JADE1,0.0050207516
ITM2B,0.0048101335
SSBP1,0.0047758683
LYL1,0.0047056307
ARPC5,0.004702459
GAD1,0.0046844156
HP1BP3,0.004663692
CALM2,0.0045346697
IRF2BP2,0.004494037
XIST,0.004464996
NUCKS1,0.0044331034
LDHB,0.0043872376
RP11-85G21.3,0.004270421
GMPPA,0.0042666504
CARHSP1,0.004215406
EXOSC8,0.004189333
CNN1,0.0041671675
CKS2,0.004155878
SQSTM1,0.0041523403
SRSF3,0.004140375
ANP32E,0.004062061
CCNL1,0.004060564
GRN,0.0040469174
ATP6V0B,0.0040342268
JUN,0.0040074843
CRYM,0.004006586
SOX4,0.0040032486
MAP7D1,0.0039713955
ATAD2,0.0039035266
IER2,0.0039030844
GLUL,0.0038398511
APOBEC3C,0.0038290797
OS9,0.003744096
PHF19,0.0036740417
CA11,0.0036272188
SAMSN1,0.0036174485
MAP1B,0.0035557046
HAGH,0.0035511407
PRKAR2B,0.0035469402
AIM1,0.0035056446
PKM,0.0034390246
TPM4,0.003424992
TJP2,0.0033769468
CSF3R,0.0033636692
EIF1B,0.0033580498
KCNQ1OT1,0.0033368866
ICAM4,0.0032984773
RICTOR,0.003263097
SLC25A37,0.003256945
TUSC3,0.0032051946
ARHGDIB,0.0031759453
SGOL2,0.003163334
ZEB1,0.003146767
HOXB4,0.0031256136
RAB11FIP1,0.0031050139
FEV,0.0030979502
IQGAP2,0.003097212
ACAP1,0.0030893781
AP001171.1,0.003086706
SPC25,0.0030753925
SYF2,0.0030579446
ANXA5,0.0030256503
FNIP2,0.003025267
PRDX4,0.0029986643
SET,0.0029791377
KLF6,0.0029730985
SON,0.0029639308
HSPA1A,0.0029185482
SLF2,0.002916215
AURKA,0.0029108352
