,0
PRDX4,0.009732904
MTRNR2L8,0.009052801
IRF2BP2,0.007370847
NEAT1,0.0070463507
ACTG1,0.006952944
PTPN7,0.0068883356
MALAT1,0.0068373233
PIF1,0.006824575
PLD3,0.006762357
MPZL1,0.0065858453
CDC42SE1,0.0065641697
RP11-301G19.1,0.0061606183
PLP2,0.005678813
LINC01420,0.0056637814
RUNX1,0.0056559267
AIF1,0.005628776
MIDN,0.0054266597
CTSB,0.005372761
PSMA4,0.0051964647
LAPTM5,0.005130002
COX17,0.0050173546
RP6-159A1.4,0.004959815
S100A11,0.004905806
JUND,0.0048850216
AC079466.1,0.00483842
TEX30,0.0048288046
BSDC1,0.004723662
CTSS,0.0046440763
TUBB,0.004601929
EIF2S3,0.00456923
LMO4,0.0045420188
CLC,0.0044783335
GLRX,0.004477675
NFE2L2,0.004475841
STAC3,0.004465464
RHOBTB3,0.0044190283
MT-ND4L,0.004370629
BPTF,0.004341282
DDX1,0.0042541646
BCYRN1,0.004221538
GIGYF1,0.0042113755
VIM,0.0041876067
C4orf48,0.0041482
MPC2,0.004145926
HN1,0.0041458663
MAP7D1,0.004043293
CLSPN,0.0040432606
CYBA,0.004036429
CORO1A,0.0039781667
ACTB,0.0039778557
CDC45,0.0039382013
TMSB4X,0.003918749
LST1,0.0038826996
PRC1,0.0038742432
ASPM,0.0038469878
MDM4,0.00376832
ADAM17,0.0037005793
ZSCAN16-AS1,0.0036935692
EGR1,0.0036658575
ZC3HAV1,0.0036605124
ESAM,0.003637381
AFMID,0.0036222688
RQCD1,0.0036142883
FCER1G,0.00356729
ARPC1B,0.003555936
UBC,0.0035365915
GMFG,0.003530051
SGOL1,0.0035002802
TYROBP,0.0034609064
CDK1,0.003456323
IFITM2,0.0034420213
CMPK2,0.0034181064
ODC1,0.0033715866
PIM2,0.0033506043
PSMB1,0.003316463
BAZ2B,0.0032260888
TUSC3,0.003222182
SLF2,0.0031789343
ANXA5,0.0031396903
GSTM3,0.0031081187
WIPI1,0.0031020306
LDHB,0.0030934187
TKT,0.0030778875
KLHL24,0.003049057
ANP32E,0.0030440255
ID1,0.0030094984
RTN4,0.0030027058
PSME1,0.0029494807
GALK1,0.0029451342
ZEB2,0.00293924
SLC7A8,0.0029382948
LRRC75A,0.002937957
LGALS1,0.002928478
CD55,0.0029242919
CFD,0.002911055
SCPEP1,0.0029072652
GRN,0.0028956544
MT-ATP6,0.0028920718
ANXA3,0.002888878
QPRT,0.0028881473
COMMD6,0.0028853447
RMI2,0.0028680582
PLPPR3,0.0028563696
RP11-83A24.2,0.002836792
MAPKAPK2,0.0027552275
LPCAT2,0.0027543858
MT-ND4,0.0027526293
KPNA2,0.002726
CENPA,0.0027252052
DDX21,0.0027244368
SUSD3,0.0027242617
PAQR8,0.002724218
MBD4,0.0027158265
XIST,0.0027082246
SDCCAG8,0.0026933672
CDT1,0.002689736
AP001171.1,0.0026757466
CCDC136,0.00267251
LINC01003,0.0026586656
ASH2L,0.002658091
EBNA1BP2,0.0026451298
ZMAT3,0.0026238118
DAZAP2,0.0025303257
YPEL5,0.002522354
HLA-C,0.0025160122
PPP3CA,0.0024895875
LBH,0.002482489
RP11-445F12.1,0.0024603913
WDR76,0.0024492287
FAM118A,0.0024465935
GAD1,0.0024362162
FADS1,0.0024230343
PNPLA8,0.0024170317
SELPLG,0.0024123562
EVI2B,0.002404323
CCND3,0.0023976772
ARGLU1,0.0023828624
CPQ,0.0023774311
CKAP2,0.0023714674
TAOK3,0.0023610133
SNX10,0.0023554876
DNAJC3,0.0023428437
ANKRD10,0.0023418176
ATF6B,0.0023305146
FYB,0.0023162782
C1orf132,0.0023006129
PITX1,0.0023001006
CLU,0.002288518
HOTAIRM1,0.0022722245
PHLDA2,0.002260801
ARL6IP1,0.002258421
TSC22D1,0.0022399966
CDCA8,0.002237249
BTK,0.0022358177
MACF1,0.002228459
C21orf58,0.0022148811
HES1,0.0021890053
LINC01094,0.0021889475
COLGALT2,0.002186348
RP11-85G21.3,0.002184735
HSP90AB1,0.0021817605
WBP5,0.0021537065
HSP90AA1,0.002141125
TBX2,0.0021374444
CD63,0.0021335818
SAT1,0.0021144259
BMP2K,0.0021066049
CALR,0.002102187
KIF14,0.0020781485
SON,0.002060425
PTPRS,0.0020456414
ALAS1,0.0020418474
CNN2,0.0020356972
ANXA2R,0.0020258809
NCOA7,0.002010426
TUBB4B,0.0019967316
LAPTM4B,0.001988925
TIMP1,0.0019848007
LCP2,0.0019717095
NTS,0.001967574
TMEM55A,0.001950096
RRM2,0.0019352452
GAPDH,0.0019349421
BTG1,0.0019191343
CEBPB,0.0019141996
CITED2,0.001886265
POU3F2,0.001874858
TXNIP,0.0018724422
ANKRD11,0.0018580519
PLCG2,0.0018543004
PLAUR,0.0018205355
HEMK1,0.0018185506
S100A4,0.001807315
TLN1,0.0018036303
KLF10,0.0017884723
TMEM154,0.0017677528
ITGB2,0.0017672247
GATS,0.0017618705
RAC2,0.001760381
FNDC4,0.0017446509
NAGK,0.0017367507
TJP2,0.001736469
DNAJB1,0.001731908
MEF2C,0.0017110927
ST3GAL5,0.0017070556
POLR2J3,0.0017029508
SPI1,0.0016944432
LMO2,0.0016934855
APOBR,0.0016903098
NINJ1,0.0016899663
CAP1,0.0016866717
IER5L,0.001686581
PYCARD,0.0016538361
NLRC5,0.0016512955
MMP23B,0.001650801
IAH1,0.0016482823
HBP1,0.0016476219
GABPB1-AS1,0.0016412961
KRT8,0.0016321752
HERC2,0.0016236467
SNHG19,0.0016184832
FAM101B,0.0016160618
