,0
TEX30,0.007987759
MYL4,0.0069773025
LDHA,0.0067932024
CTSC,0.0063143065
TRAPPC6A,0.0061746417
SRM,0.0060936646
ODC1,0.0059817038
NFE2,0.0059710867
NENF,0.0058863875
HERC2,0.0056722024
KCNH2,0.0054842522
MSRB1,0.005438111
LINC01003,0.005218804
OAZ2,0.005132617
ANP32E,0.005070991
CLN5,0.004943379
S100A10,0.0048950342
DNAJB1,0.004871323
EBNA1BP2,0.004802192
SET,0.0047646067
C1QBP,0.004699576
COMT,0.004671974
MT-ND4L,0.004599464
MT-CYB,0.0044997623
FABP5,0.0044870144
MYC,0.004464223
PDIA4,0.004411399
TLN1,0.004378701
GOLIM4,0.004362134
MMP24-AS1,0.0043561123
BIRC5,0.00435133
PNMT,0.0042875814
MKNK2,0.0042385063
UBE2S,0.0041560074
NPM1,0.004152116
PLEKHO1,0.004114307
ARL6IP5,0.004097524
PTPN7,0.0040389253
EIF2S3,0.0039754026
RP11-301G19.1,0.0039709825
ANXA3,0.0039165234
MYB,0.003824478
WDR43,0.0037235839
GAL,0.0036983034
BTK,0.0036617443
GNAI2,0.0036431039
HES6,0.0036389267
NABP1,0.003616956
ASIC4,0.0036168506
APOBEC3C,0.0036011124
LMNA,0.0035439173
NPC2,0.003464225
FADS1,0.0034299078
MS4A4A,0.0034189927
ACTG1,0.0034110735
HSPA5,0.0033247378
RPS3A,0.0033218395
MT-ND1,0.003320879
MDH2,0.0032910805
MT1E,0.003286469
C1orf56,0.003259081
SARS,0.003240631
ARL11,0.0031947524
VAMP8,0.0031892715
CCR10,0.0031788566
ROGDI,0.0031734789
RP11-538P18.2,0.0031686642
MRC2,0.0031664823
SAT2,0.0031374374
CTSZ,0.0031115825
FCER1G,0.003094976
TKFC,0.0030727054
TPP1,0.0030687554
MT-ND2,0.0030681402
CMTM6,0.0030255597
FOXL2,0.0030058715
TRIM56,0.0029930163
ARMCX3,0.0029915273
RPL10,0.002989403
IFITM2,0.0029606305
RPL7,0.002919311
MAPKAPK2,0.002906772
PPP1R18,0.0029047404
AAK1,0.0028934653
TNRC6B,0.0028478927
MT-ATP6,0.002837798
RPS4X,0.0028374658
TCF4,0.0027987028
COMMD6,0.0027883225
CDCA8,0.002780843
PNISR,0.0027513418
MT-ND4,0.0026957216
DST,0.0026922831
RPL34,0.002687246
HBD,0.0026713912
C4orf48,0.002667544
YBX1,0.0026645972
HLA-C,0.0026545043
CAPZA1,0.0026518386
CLSPN,0.002639024
ZBED6,0.0026285828
MSH6,0.002628225
HSPA8,0.002602363
RALA,0.0025823833
CA11,0.0025765866
PTMA,0.0025340307
LY6E,0.002527634
C1orf61,0.0025181917
CPQ,0.0024817686
BPTF,0.0024775555
