,0
HHEX,0.0067935097
LYL1,0.0066175833
ALAS2,0.0065964884
ASH2L,0.006204801
ZFP36L1,0.0060767066
GMFG,0.0060221013
RP11-620J15.3,0.0058232453
TYROBP,0.0054098205
TRPM4,0.0052417223
MACF1,0.0050829533
SRSF7,0.005080784
BTG1,0.0050466997
FTH1,0.0049007656
ILF3-AS1,0.0048961933
SQLE,0.004800339
CSF3R,0.004798324
PNISR,0.004670839
COMMD6,0.004579069
FCER1G,0.0044770897
RP11-717F1.1,0.004448887
IFITM2,0.0043666954
TLN1,0.0043181847
RP6-159A1.4,0.0042834417
PRKCB,0.004242347
VMP1,0.0040991055
KPNA2,0.004074043
MARCKSL1,0.0040451484
PRSS57,0.003972371
TIMP1,0.0038937696
NEAT1,0.003788695
ANKRD28,0.0037335192
PMAIP1,0.0037207352
PIF1,0.0037196528
G6PD,0.0036984487
MMP24-AS1,0.0036939671
SAMSN1,0.003681211
CD7,0.0036322733
TMEM54,0.0036215591
TPP1,0.0035749965
CTNNB1,0.0034548782
CST3,0.00340967
SVIP,0.0034015512
WSB1,0.0033831308
TPM4,0.003381986
PPP1R12A,0.0033805778
AIF1,0.0032645431
TFAP2B,0.00326091
PLAUR,0.003243514
ADAM17,0.0032303669
CLU,0.0031944031
TPRA1,0.0031899074
TRIM38,0.0031826666
SMAP2,0.0031749348
SOCS2,0.003148798
SET,0.0031010797
DOK2,0.003080367
GNAI2,0.0030742798
TMSB4X,0.00305286
FAM118A,0.0030513487
SKIL,0.0030196556
GRN,0.0029849978
FAM234A,0.0029425821
HIST1H2BD,0.0029391863
ETS2,0.002934611
MBD4,0.0029295322
ARHGEF6,0.0028672938
HN1,0.002823415
ATP6V0E1,0.0028108605
HOXB4,0.0028097518
SCPEP1,0.002754378
TESC,0.002749251
PSMD5-AS1,0.0027391494
RP11-301G19.1,0.0027357915
RHOBTB3,0.0027204228
MDM4,0.0027036762
TBC1D10C,0.0026994834
MYC,0.002675056
COX17,0.002669574
ORC6,0.0026566489
IFI27L2,0.0026422355
HMGB2,0.0026300806
FAM210B,0.0026179415
AK8,0.0026155612
RP11-796E2.4,0.0026147694
ISG15,0.0026041588
BCL2L11,0.0026017483
HELLS,0.00258976
SEPT6,0.0025777484
FAM214B,0.0025667464
ARHGDIB,0.0025627173
MT-ND1,0.0025596016
CD37,0.0025435071
ICAM1,0.0025317462
FTL,0.0025304235
CLCN3,0.0025013064
SOD2,0.0024915335
NPC2,0.0024882846
GPSM3,0.0024827549
SUSD3,0.0024722507
CFD,0.002463521
LMO4,0.0024623529
UBC,0.0024604097
PPCS,0.002441059
LST1,0.0023513709
RHOC,0.002332443
LIMD2,0.0023262084
SEPP1,0.0023094488
PIK3R1,0.0022883643
DAB2,0.0022654093
ATAD2,0.0022577485
ZNF467,0.002252052
SGOL1,0.0022518616
ZBED6CL,0.002238746
ZMAT3,0.0022192064
MYL4,0.0022045374
RABAC1,0.0021961844
IGFBP4,0.0021949534
AP001171.1,0.002188543
TNRC6B,0.00218112
DLGAP5,0.0021760096
ESAM,0.0021686503
DNAJB1,0.0021645124
PSRC1,0.0021640735
AC007246.3,0.0021566774
UBASH3B,0.0021539615
KCNQ1OT1,0.0021516236
POLR3GL,0.002147367
MT-ND2,0.0021453996
TGFB1,0.0021416077
CYBA,0.0021320132
LINC-PINT,0.0021303692
ZBED6,0.0021115676
PRDX5,0.002103745
RP11-83A24.2,0.0020984532
MT-CYB,0.0020890476
SDCCAG8,0.0020789925
PLPPR3,0.00205023
ZYX,0.002038933
HMGN2,0.0020362602
PRC1,0.002028678
MT-ND4,0.0020247255
GYPC,0.002021264
MSN,0.0020105252
EIF1B,0.002000721
BTK,0.0019867243
PSME1,0.0019856424
ASPM,0.0019705393
CD84,0.0019636534
CCR10,0.0019611348
TCF4,0.0019590678
QSOX1,0.0019564251
YPEL5,0.0019497002
OS9,0.0019030755
CENPA,0.0018820665
KIAA1551,0.001874377
TLE2,0.0018640602
B2M,0.0018489674
MALAT1,0.001844046
COTL1,0.0018092904
PLEKHA4,0.0017951088
BMP2K,0.0017884484
MT-ATP6,0.0017881278
RAB4B,0.0017632915
TSC22D1,0.0017432964
TMEM55A,0.0017426467
RELN,0.0017368713
AC006262.5,0.0017282749
ZNF436-AS1,0.0017244683
TUBA1B,0.0017242323
SYP,0.0017077604
DDAH2,0.0016870622
HMGCL,0.001672739
C1RL,0.0016595158
AC142528.1,0.0016537306
ARL6IP5,0.0016453308
HVCN1,0.0016430102
MYLIP,0.0016427335
FERMT3,0.0016386486
ADGRE2,0.0016232162
ITGAM,0.0016219214
CD63,0.0016089944
CTD-2020K17.1,0.0016074604
CEBPA,0.0016046328
ARHGAP9,0.001599867
NFKBIA,0.001591106
PRKAR2B,0.00158834
PKIG,0.001583775
GSTM3,0.0015793139
MT-CO3,0.0015758228
FMNL1,0.001568911
NINJ1,0.0015658041
DNAJC3-AS1,0.001562228
GYPA,0.001561788
BAZ2B,0.0015562513
TUBB1,0.0015494244
TSC22D4,0.0015447537
SQSTM1,0.0015383904
TFPI,0.0015370282
IER3,0.0015360937
RP11-85G21.3,0.001532838
POU2F2,0.0015293707
ATG2A,0.0015285079
TXNIP,0.0015216147
TPM1,0.0015212538
GMPR,0.0014897966
IL10RB,0.0014528371
C10orf11,0.001448686
CITED4,0.0014429132
FAM43A,0.0014330806
PROS1,0.0014288877
VPS9D1,0.0014215638
NFASC,0.0014117295
WARS,0.0014053102
MYL6,0.0013949592
MYH7B,0.0013940361
ZBTB38,0.0013939263
GPR65,0.0013784165
MYH9,0.0013740761
CD53,0.0013699412
MAP1B,0.0013684705
SLC25A45,0.0013674406
CYTIP,0.0013409704
RP11-297N6.4,0.0013353958
CKS1B,0.0013322278
SELPLG,0.001316608
ACE,0.0013097201
FNDC3B,0.0012977951
CMB9-22P13.1,0.0012943306
NR2F2,0.0012845508
FAM101B,0.0012821049
HOTAIRM1,0.0012734219
MAN1B1-AS1,0.0012646142
THEMIS2,0.0012628597
PPP1R14A,0.0012541979
HAGH,0.0012527829
BIRC5,0.0012517754
RP11-598F7.3,0.0012366769
CSAD,0.001229198
RGS16,0.0012248164
P2RX6,0.0012234913
MT1F,0.0012122703
CORO1A,0.0011924447
NUCKS1,0.001187433
