,0
TGFB1,0.00998652
HIST1H4C,0.0073174923
CD63,0.006752842
EIF4A2,0.0064916234
SDCBP,0.0064227423
CCND3,0.0064090407
KCNH2,0.006327689
BEX2,0.006031108
CYBA,0.0060024676
PYCARD,0.00597274
KPNA2,0.0058227987
TOR1AIP2,0.005755442
QPRT,0.005656954
RRM2,0.0056564854
CAP1,0.0055120224
CAPZA1,0.0054468284
SON,0.0053919503
CKAP2,0.0053732092
LY6E,0.005264542
AIF1,0.0052372944
DYNLL1,0.005170552
PNISR,0.0051446483
ASRGL1,0.005104148
CENPU,0.0049903174
USP53,0.0049292636
SNHG9,0.004922041
KIF2C,0.004921899
MKI67,0.0047834483
SMC4,0.0047286027
SEPT6,0.004707475
SDF2L1,0.0046954784
HIST3H2A,0.004633637
CITED2,0.0046156747
RHOBTB3,0.004515056
B2M,0.004471534
TPM4,0.004416466
TKFC,0.0043612528
NENF,0.0043571293
KRT8,0.004312536
SAMSN1,0.0042887195
MLXIP,0.0042763967
MT-ND6,0.0042202114
AC007246.3,0.0041753687
MYO1F,0.004128408
RUNX2,0.004097715
MSN,0.0040825615
LAPTM5,0.0040272856
LDHB,0.003984505
IDH2,0.003979828
ARL6IP1,0.003967072
MPC2,0.003903024
CLIC1,0.0038565628
S100A10,0.0038456302
PNRC1,0.0038054686
MDH2,0.0037877406
ESAM,0.003781906
NPC2,0.0037652152
GYPA,0.0037474928
GAD1,0.003741943
IER2,0.0037314198
TFPI,0.0037306158
COX17,0.003724185
UGP2,0.0037064815
ITM2B,0.0036858658
NUDC,0.0036816583
HIST1H1E,0.0036344703
ARID5B,0.0036171654
RICTOR,0.003596604
ZEB2,0.003594465
PCNA,0.003582131
BCL2L1,0.0035769974
TMSB4X,0.0035549877
THUMPD3-AS1,0.0035322292
RTN2,0.003530375
JUND,0.0035253079
PRSS57,0.003520448
PSME1,0.0035009827
TMEM120B,0.0034961936
MS4A3,0.003474938
PRC1,0.0034318017
MAP1LC3B,0.0033991537
KRT18,0.0033900065
SH3BGRL,0.0033892076
BCYRN1,0.0033704808
RP11-301G19.1,0.0033689716
WAC-AS1,0.0033595904
CD99,0.0033470518
TMEM219,0.0033446911
LYL1,0.0033277755
ZFP36L2,0.0033262405
FNIP2,0.0032705949
PPP1R14A,0.0032675974
CTSZ,0.003265483
ZFP36L1,0.0032387613
SEPP1,0.0031827376
TPM1,0.0031674812
PSMD5-AS1,0.0031481523
CCNL1,0.0031357778
DAB2,0.003122868
UBB,0.0031198016
PNMT,0.0031095748
IFITM2,0.0030982643
ATF7IP2,0.0030751773
FABP5,0.0030706078
TOP2A,0.003062327
PSMB3,0.0030577197
CNN2,0.003047589
TOR3A,0.003022665
TAX1BP1,0.0030129887
PLD3,0.002995543
NPM1,0.0029757065
SPC25,0.0029608419
TPP1,0.0029487656
ISG15,0.0029365995
GPSM3,0.0029302097
PTMA,0.0028905936
CEBPE,0.0028801556
HBA1,0.0028732086
CDK1,0.002865854
RP11-83A24.2,0.0028627233
CNN1,0.0028512783
TK1,0.002845488
SAT2,0.002844866
PPIC,0.002836511
ACAT2,0.002829466
LIMD2,0.0028246606
ASIC4,0.002805361
ZSCAN16-AS1,0.0027740197
SLC40A1,0.0027738216
PIK3R1,0.0027731536
ID3,0.0027714348
AK8,0.0027126418
CEBPA,0.002707286
LRP1,0.0027064537
H1FX,0.002704707
IGFBP2,0.002693658
GMPR,0.0026787193
CRYM,0.0026767922
NTS,0.002672572
NHLRC3,0.0026450197
PSMB9,0.0026378098
SARS,0.002636562
CD53,0.00263563
MAP7D1,0.002615662
S100A13,0.0025875233
ATF6B,0.0025850008
DNAJC4,0.0025502644
MANF,0.0025499552
FLNA,0.0025484099
HSPA5,0.002545501
ACTG1,0.0025452925
CENPF,0.0025443078
LDHA,0.002526131
FRG1,0.0025083472
LINC00685,0.0024870061
LRRC75A,0.0024816287
KLF6,0.0024814978
GNAI2,0.0024750934
RABGAP1L,0.0024284096
MPZL1,0.0024048984
ID2,0.0023812272
HSP90B1,0.0023703002
ADGRE5,0.002369198
ILF3-AS1,0.0023647752
GSN,0.0023570904
CYP3A5,0.0023567644
CYBRD1,0.0023565954
HSP90AB1,0.0023556608
CALM2,0.0023373617
DHFR,0.002315511
CREG1,0.0022987982
ALAS1,0.002297047
MT1G,0.0022909576
PLCG2,0.0022869178
AC018816.3,0.0022834768
CARHSP1,0.002270677
CMPK2,0.002250547
PTPRS,0.0022328652
FAM19A2,0.0022248474
USP20,0.0022060412
RMI2,0.0022039297
PIF1,0.0022026899
CPQ,0.002197038
SGOL1,0.0021961466
TIMP1,0.0021862304
TMEM173,0.0021791924
UFD1L,0.0021668277
IL2RG,0.0021604318
NPW,0.0021573298
LIPH,0.0021547766
PIM1,0.0021182816
UBALD2,0.0021050756
RRP12,0.0021036246
FUCA1,0.0020855113
MMP24-AS1,0.0020699229
TSPAN13,0.002036108
FCGRT,0.0020352418
CSTB,0.0020350546
DNAJB2,0.0020304273
ETS2,0.0020046367
PKDCC,0.0019991153
VMP1,0.001996026
SET,0.0019912145
KLF1,0.0019808928
CORO1A,0.0019806665
FEV,0.0019791133
RNF130,0.0019754465
BAZ2B,0.0019700883
FAM178B,0.0019689426
HBE1,0.001968182
GAL,0.0019628555
UCP2,0.0019531674
EBNA1BP2,0.0019434912
CTD-3252C9.4,0.0019247088
SKAP2,0.0019138267
HELLS,0.0019098684
ATG2A,0.0019042853
CCDC136,0.001897365
SSBP1,0.0018954776
CARF,0.0018941832
SQSTM1,0.0018851828
DPYSL2,0.0018823121
NFKBIA,0.0018725813
GYPE,0.0018709966
MYC,0.0018507612
ATP6V0B,0.001848085
ANXA2,0.0018471477
TMEM55A,0.0018379897
SLC46A3,0.0018316993
TLN1,0.0018097134
ANXA5,0.0017884315
CREM,0.0017807145
BPGM,0.0017703709
ACP5,0.001766295
RP11-717F1.1,0.0017656113
ATP6V0E1,0.001748538
EIF1B,0.0017484598
AMHR2,0.001745347
MKNK2,0.0017433157
ASAH1,0.0017252126
TSPAN32,0.0017206352
VAMP2,0.0017139827
COTL1,0.001704416
SLC25A37,0.0017037675
APOBEC3C,0.0016890757
RAB3B,0.0016875217
CISH,0.001678788
TAC3,0.001676716
FILIP1L,0.0016717999
EMP3,0.0016655286
TSPYL1,0.0016547274
TNFAIP8,0.0016454681
PSMB2,0.0016365884
MAPKAPK2,0.0016349069
CLCN3,0.0016324887
AURKA,0.0016155472
RP5-1171I10.5,0.0016149374
TESC,0.0016140835
SDCCAG8,0.0016035367
APLP2,0.0015994741
CCNB2,0.001599223
CSF3R,0.0015958914
OS9,0.0015943978
PHF19,0.0015915415
ZNF436-AS1,0.0015725996
RP11-598F7.3,0.0015688865
MTRNR2L8,0.0015568959
ICAM1,0.0015386187
LSP1,0.0015370442
ARL11,0.0015348673
LPCAT2,0.0015340506
RNF168,0.0015329345
MAP1A,0.0015258394
RNF125,0.0015234972
HIST1H2AC,0.0015205006
ID1,0.0015144707
HIST1H2BD,0.001508451
ORC6,0.0014824244
RP11-1143G9.4,0.0014804637
ATP1B1,0.0014647974
