,0
MALAT1,0.010131112
RP11-301G19.1,0.009999757
EMP3,0.0096830195
TSC22D1,0.009297662
TMSB4X,0.009076485
TYROBP,0.008724584
AIF1,0.008664292
MSRB1,0.008400801
ZDHHC12,0.008220912
UGP2,0.00802478
SPI1,0.007960751
MAP1A,0.007882809
CLC,0.0077085784
CLU,0.007639762
SMYD3,0.007577525
TAOK3,0.0071557146
ITM2B,0.007089744
ARID4B,0.0070044566
GPSM3,0.006831296
CYBA,0.0068225143
MAP7D1,0.0064633577
AP001171.1,0.0064266087
MANF,0.006421557
MPC2,0.0063728066
GNAI2,0.0063011865
IQGAP2,0.006018001
SAT1,0.005928353
SH3BGRL3,0.0058985194
BMP2K,0.005869413
PNISR,0.0058097313
MGST3,0.0057572606
CD164,0.005743373
PGD,0.0057431175
LGALS1,0.005641479
XIST,0.005613272
DSCR8,0.005562992
GRN,0.0055169193
CD63,0.0053831595
ATF6B,0.0053471862
DSC2,0.005344138
CFD,0.005206555
HEPH,0.0051917443
MAP1LC3B,0.005093775
AAK1,0.005092137
BRI3,0.0050855586
LST1,0.0050046914
DNAJC3,0.004996734
PYCARD,0.0049781553
VAMP8,0.0049145683
PNRC1,0.004851861
B2M,0.0047623576
SRGN,0.0047048987
MS4A3,0.0046285293
MIDN,0.0044827024
COLGALT2,0.0044777407
RP11-620J15.3,0.0044739223
DAZAP2,0.004448387
NEAT1,0.00444343
PSAP,0.0044419845
AKAP13,0.0043905526
ARGLU1,0.0043870867
IFI27L2,0.0043568225
ACSM3,0.0042249123
PLD3,0.0042072753
CD59,0.0041976445
CCNL1,0.0041638124
BTG2,0.004161149
UBC,0.004160221
MBD4,0.0041164597
ARL6IP1,0.0041163196
GSN,0.0040399176
TSPYL1,0.0040312624
VAT1,0.0040253173
CSF3R,0.0039606304
CDC42,0.0039338684
TSC22D4,0.003913961
FADS1,0.0039039692
FNDC3A,0.0038938243
MSRB2,0.0038775068
SQLE,0.0038663682
SERPINB1,0.0038473096
ANXA5,0.003805156
BTG1,0.0037783785
OS9,0.0037687598
ORAI3,0.0037287767
ACTB,0.0037237667
SGOL2,0.0037000787
S100A11,0.003698488
RAC2,0.0036847382
CORO1A,0.003664851
TOR1AIP2,0.0036227934
ICAM4,0.0036117076
ZC3HAV1,0.0035970658
CTSC,0.0035815618
STAC3,0.0035606013
SDCBP,0.003520224
RNASET2,0.003488606
SEPP1,0.0034854203
APOBR,0.0034730933
AC007246.3,0.0034723005
PPP1R18,0.003468387
SMAP2,0.003446101
CD84,0.0034261306
FCGRT,0.0033899667
IRF1,0.0033792048
CTSL,0.0033734764
COX17,0.0033415717
BPGM,0.0033279
ASPM,0.0033267126
RABAC1,0.0033079796
SON,0.0033014673
TSPAN32,0.003276319
TEX30,0.0032678978
TAPBP,0.0032676102
PTP4A3,0.0032474233
MYB,0.0032330735
FAM45A,0.0032270637
UBE2H,0.003223905
RPL22L1,0.0031981985
DNAJC4,0.0031934397
KLF6,0.0031925775
HSPA5,0.0031842734
FAM118A,0.0031568527
CAPZA1,0.0031449469
ALAS1,0.0031405857
CD7,0.003139229
ZEB2,0.003091204
BCYRN1,0.0030718914
TNFAIP8,0.0030707123
CD99,0.0030512353
CCPG1,0.0030496772
