,0
HIST1H1C,0.008742699
CCNB2,0.007969833
S100A13,0.007078907
DNAJB1,0.0062371334
NUSAP1,0.0062085646
RP11-620J15.3,0.0058811344
AURKA,0.0056848275
TOP2A,0.0055903257
LINC01420,0.0054754945
CST3,0.00545597
TKT,0.0054069585
PPP1CB,0.005399568
HNRNPH1,0.0053310255
SARS,0.005329896
DYNLL1,0.005009288
MALAT1,0.004975205
PLD3,0.004973403
UBE2H,0.0048685377
TCF4,0.0048615863
NEAT1,0.004808441
CDC42,0.0047508897
CMTM6,0.004718804
FAM234A,0.004593966
RP11-301G19.1,0.0045593623
CYB5D2,0.0045283465
ORC6,0.0044689374
ID1,0.0042841556
HMMR,0.0042411517
PRC1,0.0041948752
CTNNB1,0.0040668575
APLP2,0.004032093
BCL2L11,0.004020135
AC007246.3,0.003995462
LMO4,0.003986744
UBC,0.003966296
SRSF3,0.0039255787
METTL9,0.0039089583
SMC4,0.0038587674
MT1F,0.003858141
RGCC,0.0037878675
VAMP8,0.0036097025
JADE1,0.0035750489
CD52,0.0035150591
RMI2,0.0034634292
GYPE,0.003460327
HES6,0.0033824202
PTP4A3,0.0033757843
ITM2B,0.0033302484
PPP3CA,0.0033050892
AC079466.1,0.0032962614
CFH,0.0032644067
BNIP3L,0.003198655
TUBB4B,0.0031945924
SGOL1,0.0031824333
TRAPPC6A,0.0031468426
MKNK2,0.0031445785
BIRC5,0.0031352122
DDX21,0.0031114402
BTG1,0.003104708
HOXC13,0.0030211583
EIF4A2,0.0030167054
ATAD2,0.0030123517
IER5L,0.0029766555
MEF2C,0.0029753938
WDR43,0.0029519454
TNFAIP2,0.002926576
RAC2,0.002871369
CMB9-22P13.1,0.002857902
ATP6V0E1,0.0028503907
AVP,0.002850279
MBD4,0.0028470412
RNF213,0.0028373122
SAT1,0.0028329787
PRDX1,0.0028261247
PDE9A,0.0028207274
CD63,0.0028171013
ZEB2,0.002790637
PRSS57,0.0027841816
ASPM,0.0027829357
ARL6IP5,0.0027778915
PPP1R18,0.0027460835
LINC01003,0.002736096
CAPZA1,0.002734822
CENPU,0.002717623
CORO1A,0.0027158284
BTG2,0.0027145636
ATF4,0.0027070204
AURKB,0.002704568
ALAS2,0.002671298
GAD1,0.0026688562
C4orf48,0.0026608931
PKM,0.0026579855
HIST2H2AC,0.0026529506
PPIC,0.0026214067
SMAP2,0.0026082098
ID3,0.0025775472
SPC24,0.0025584989
HIST1H2BG,0.0025415095
RABAC1,0.002540592
IGFBP2,0.0025245724
GIPR,0.0025128908
HMGB2,0.0025099176
ZSCAN16-AS1,0.0025054591
TKFC,0.002498307
CFD,0.0024932218
RCSD1,0.0024889666
IL6ST,0.002470525
GTSE1,0.0024602436
DST,0.0024550748
FAM83A,0.0024404523
ICAM1,0.0024389355
CPEB4,0.0024333182
PYCARD,0.0024043845
RNF168,0.0023875425
B2M,0.0023871842
FAM178B,0.002385303
USP53,0.002367542
STMN1,0.0023595558
SNX10,0.002355935
MT1E,0.0023537807
CDCA8,0.0023467466
IGDCC3,0.0023399433
LEPROT,0.0023219944
TK1,0.0022843243
BCL2L1,0.0022819128
DNASE1,0.0022785277
GNAI2,0.0022773466
FOXL2,0.0022653467
HIST1H2BJ,0.0022559338
HIST1H2BD,0.0022342603
BAZ2B,0.002218564
USP20,0.0022064133
PAQR8,0.0021752217
RP11-83A24.2,0.0021566404
APOE,0.0021447374
RQCD1,0.00213849
GIGYF1,0.0021181435
PRKAR2B,0.0021043732
JUNB,0.0020998472
TNRC6B,0.002098998
AC142472.6,0.0020604199
ATF5,0.0020558888
CSF3R,0.0020392349
EIF2S3,0.0020259046
AP001171.1,0.0020144952
TIMP1,0.0020061673
GINS2,0.0019707063
RSRP1,0.0019565513
TESC,0.0019489529
DUSP9,0.0019274076
GABPB2,0.0019257508
ZBED6CL,0.001923268
TAF7,0.0019223118
HIST1H3H,0.0019158549
TFAP2B,0.0019065088
HEMK1,0.0018968477
DNAJA1,0.0018934516
CENPA,0.0018861735
NBR1,0.0018844726
GSTP1,0.0018824104
LGALS1,0.0018804611
CEBPD,0.0018622928
PTPN12,0.0018602
PMP22,0.0018566615
TFRC,0.001838646
IDH2,0.0018354018
HLA-E,0.001828233
SOCS2,0.0018247028
ZBTB38,0.0018141267
WIPI1,0.0018119729
GMPPA,0.0018051291
C1orf56,0.0018011961
SERPINF1,0.0017901135
MT2A,0.0017894608
DOK3,0.0017768317
SLC16A3,0.0017753674
MARCH2,0.0017744958
TPX2,0.0017725369
CHI3L2,0.0017663809
RDH10,0.0017644715
BCL3,0.0017627606
PIK3R1,0.0017590856
VAT1,0.001749921
CDT1,0.0017441927
TPP1,0.001740862
UBE2L6,0.0017352905
PROS1,0.0017179021
CD59,0.0017098547
CKS1B,0.0016895629
CTSC,0.00168763
CCDC159,0.0016775691
SESN2,0.0016733649
RHOH,0.0016611652
NCF1,0.0016611451
DSC2,0.0016562165
GADD45A,0.0016260197
TXNIP,0.0016207002
PSME1,0.0016094226
PLAUR,0.0016078198
RUNX2,0.0015952161
POLR3GL,0.0015803135
IAH1,0.0015772184
S100A1,0.001559307
CEBPB,0.0015567465
POLR2E,0.0015376934
CRYAB,0.0015322709
ZFP36L1,0.0015245825
PTPRC,0.0015087144
PHB,0.0015047156
CLC,0.0014978425
