,0
ODC1,0.007317169
CDCA7,0.006817378
GAL,0.0066457237
TPM4,0.0064184405
NEAT1,0.006353665
LDHA,0.00535883
CFD,0.0052530007
PIM2,0.0051458185
C1QBP,0.005123433
MIR4458HG,0.0050402516
DNAJC4,0.0049553444
LEPROT,0.0048514367
SRSF7,0.0048386394
HOXB9,0.0048201266
TAF7,0.0048040957
TMSB10,0.00478905
CLSPN,0.0047511132
MSH6,0.0047331974
DNAJA1,0.0047259172
CD59,0.0046883086
APLP2,0.0044982727
LYL1,0.004363907
HELLS,0.0043080184
CDC45,0.004285101
PNMT,0.0042630713
LYAR,0.004205242
HOXB4,0.0041505364
PTTG1,0.004101228
SLC3A2,0.0040291594
SEPP1,0.004005224
PKIG,0.0039601997
MT-CYB,0.0039502084
ATAD2,0.003926968
BRI3,0.0038441157
B4GALT1,0.0037468704
ABL2,0.0037093614
MDK,0.0037017937
IL10RB,0.00368632
ACSM3,0.0036839107
NENF,0.003638364
NBR1,0.0036360389
PRSS57,0.0036358496
BCYRN1,0.0036314505
CTSC,0.0035585994
RP11-93H24.3,0.0035412621
TEX30,0.0035260417
POLR2E,0.0035070013
PPP1R15A,0.0034801275
PSMB6,0.0034794956
PIM1,0.0034629302
BHLHE40,0.0034352515
ILF3-AS1,0.0034252983
DEK,0.0034131783
SLC44A1,0.0034018108
UFD1L,0.0033741882
MYH9,0.0033623625
AAK1,0.0033578612
LRRC16A,0.0033445272
MIDN,0.0033293543
AC020571.3,0.0033054359
APOBR,0.0032967483
SVIP,0.0032947885
MAP1A,0.0032918474
MANF,0.0032399767
CDT1,0.0032150177
NUCKS1,0.003207235
WAC-AS1,0.0031980104
SSBP1,0.0031798116
CLTA,0.0031663426
MT-ND6,0.003157959
FMNL1,0.0031549656
CENPU,0.0031411746
MT-ND4L,0.0031086784
KLHL24,0.0031029591
TRIM56,0.0030849627
CD53,0.0030826235
MLXIP,0.0030776283
TXNIP,0.0030763717
PKM,0.0030665402
GIGYF1,0.003054716
NCKAP1L,0.0029770234
DOK2,0.0029691916
DDX21,0.0029531706
HES1,0.0029439372
CAP1,0.002939125
MSRB1,0.00292741
SNHG19,0.002920925
RHOH,0.0029019276
LMO4,0.0029014484
LST1,0.0028870145
COL2A1,0.0028788953
SH3BGRL3,0.0028600893
TFAP2A,0.0028548883
HIST1H4C,0.0028172776
FNDC3B,0.0028135413
ACTB,0.0028102745
DNAJB1,0.0027822442
FCGR2A,0.0027471022
RTN2,0.0027261905
TUBB4B,0.0027165485
FAM45A,0.0027102383
TFPI,0.0026958336
NEU1,0.0026929793
ACAT2,0.0026589693
CEBPD,0.00263122
RGS16,0.0026127894
S100A11,0.0026069444
TRPM4,0.0026052108
MT-ATP6,0.0026008761
NHLRC3,0.0025853883
PA2G4,0.002574735
PPCS,0.0025634225
DST,0.0025601473
LAPTM5,0.0025532101
SOD2,0.0025426454
CNN2,0.0025187326
RDH10,0.0025131076
DLX4,0.0024829968
TSPYL1,0.0024677229
ORAI2,0.002431838
ZBTB38,0.0023912296
RP11-445F12.1,0.002381564
DDIT4,0.0023732085
MPZL1,0.0023456833
NCL,0.002334349
ESAM,0.002330939
DDAH2,0.0023054178
TSC22D4,0.0022995353
ADGRE5,0.0022856283
IQGAP2,0.002277987
KCNQ1OT1,0.002275374
CEBPA,0.0022724925
APOC1,0.0022581534
MT-ND4,0.0022561534
GINS2,0.0022545564
YPEL3,0.002243844
AFMID,0.0022427978
CD47,0.0022362068
UBB,0.002228801
FNIP2,0.002228134
SGK1,0.0022234695
TMSB4X,0.0022202837
CST3,0.002216344
RP6-159A1.4,0.002190225
PTPN6,0.0021901866
ARGLU1,0.0021671343
AK8,0.0021647415
PCNA,0.002160027
BAZ2B,0.0021350484
RPL34,0.002110193
ZBED6,0.0020986164
MDH2,0.0020967566
SLF2,0.002095676
ID3,0.0020916834
VAMP8,0.0020912217
C4orf48,0.002088611
HIST2H2AC,0.0020820913
RUNX1,0.0020733848
PLXNA2,0.002067542
NCOA4,0.0020317754
CD37,0.0020251828
PRKCB,0.002023491
RP11-109G23.3,0.002023049
PIK3R1,0.0020226745
TUBB,0.0020139115
WDR43,0.0020120319
IFITM2,0.0020055345
SLC20A1,0.0019942143
LRRC75A,0.0019907234
CD9,0.001960025
CCNB2,0.001955788
TNFRSF12A,0.0019475496
MLLT11,0.001942895
CORO1A,0.001920287
UBC,0.001919963
COX17,0.0019097227
MT1E,0.0018802732
TNFAIP2,0.0018776141
TK1,0.0018673054
NPM1,0.0018664316
GAD1,0.0018608242
FCER1G,0.0018362902
TMEM154,0.0018330809
HLA-E,0.0018198611
SDCCAG8,0.0018117198
FNBP1,0.001811225
POLR2J3,0.0018057177
SESN2,0.0017932856
NAGK,0.0017890211
MS4A4A,0.001783973
JADE1,0.0017816459
SAT1,0.0017770425
MARC2,0.0017193984
RPS3A,0.0017096824
RP11-467L13.7,0.0017027155
EGR1,0.0016979115
MYLIP,0.0016824835
BCL2L11,0.0016541559
PSMA4,0.0016500085
MARCKSL1,0.0016364728
S100A4,0.0016166738
SUMF2,0.0016158505
FAM210B,0.001609755
MKNK2,0.0016046924
ID1,0.001598102
ITPRIPL2,0.0015908335
DNAJC3-AS1,0.001576066
BAIAP2-AS1,0.0015532422
SERTAD1,0.0015273879
RP11-620J15.3,0.0015214911
TUBB2A,0.0015126823
SPC25,0.0015120988
LY6E,0.0015101561
SLC7A8,0.0015034195
ARPC1B,0.0014800976
RNF130,0.0014799023
BCAM,0.0014643861
PPARA,0.001464248
USP53,0.0014628473
PLAUR,0.0014551131
HSPA8,0.0014381805
MILR1,0.0014270163
CARHSP1,0.0014192194
YBX1,0.0014130995
MEIS1,0.001392854
TPP1,0.0013891625
POU2F2,0.0013846885
MT-CO2,0.0013749972
RP11-20B24.2,0.0013712816
SLC6A19,0.0013589909
CFH,0.0013568752
HIST1H1E,0.0013568146
RP11-147L13.15,0.0013309208
CPEB4,0.0013262355
DNASE1,0.0013055095
HSD3B7,0.0013040772
FAM234A,0.0012965455
GPR85,0.0012909303
IER2,0.0012881866
NFE2,0.0012861094
MT-ND1,0.0012850706
TRIM38,0.00128479
CD48,0.0012747628
RELN,0.0012744955
ZSWIM8,0.0012733891
DNAJB2,0.0012700919
PHGDH,0.0012676107
CD82,0.001265752
AC079466.1,0.0012591337
IL10RB-AS1,0.0012571686
ANXA5,0.0012525236
MT2A,0.0012509996
FAM178B,0.0012421617
PTGS1,0.0012412983
FLJ20021,0.0012400909
SDCBP,0.001238786
PTPN7,0.0012251873
SLC44A5,0.0012205448
MYC,0.0012176139
JUNB,0.0011933016
PLCB2,0.0011876464
HEMK1,0.0011806949
ECM1,0.0011629314
RP11-1398P2.1,0.0011614717
TFRC,0.0011547703
TMEM156,0.001154584
