,0
UBC,0.010782229
CD7,0.010110627
MARCKSL1,0.008667829
DNAJC4,0.0073015713
HBZ,0.0073010293
AURKB,0.0072731455
S100A10,0.0070986273
MYL6,0.007071932
PITX1,0.006945454
LINC00467,0.0068784254
GINS2,0.006666772
GYPB,0.0064359107
BTG1,0.0063942154
GYPC,0.0062149484
ALAS2,0.0061607733
HMGB2,0.005929527
SEPP1,0.0058825263
PKIG,0.0058780177
CKS1B,0.005823108
TXNIP,0.005561211
KCNQ1OT1,0.0055548856
SVIP,0.005539085
STMN1,0.005490036
GPSM3,0.0054651857
IDH2,0.005445686
CARHSP1,0.0054201763
CCND3,0.0052369093
PPP1R14A,0.005235031
TSC22D4,0.0052318266
BIRC5,0.00521492
GYPA,0.005194076
LMO4,0.005061371
RP11-620J15.3,0.0050473902
TCF4,0.004981861
ORC6,0.0049644643
SKAP2,0.0049553826
PPIB,0.004907838
HBA1,0.004728324
MYL12A,0.0046882965
TMSB4X,0.0046839975
ZNF431,0.00459419
BNIP3L,0.004535186
CSTB,0.0043769544
TIMP1,0.004375008
FAM234A,0.00432762
IQGAP2,0.004302445
PRDX5,0.0042813024
ARPC1B,0.004253257
SQLE,0.004198974
PYROXD2,0.0041725663
C1QBP,0.0041550035
GNAI2,0.0041412422
DNAJB1,0.0040713036
B2M,0.00406227
HOXB2,0.0038367303
RAC2,0.003834194
DDIT3,0.0038287088
GYPE,0.0037584647
ERV3-1,0.003753589
MSRB2,0.0037465282
SH3BGRL3,0.0037280766
GRN,0.003719246
TAX1BP1,0.0037069076
PTPN12,0.0036570695
ZFP36L1,0.0036102536
TRIB3,0.0035948912
CNN2,0.003548479
ZFP36L2,0.0035483849
HIST1H4H,0.003543011
PNISR,0.0035335238
IFITM2,0.0035327615
CDC45,0.0035036705
TNNI3,0.0034921581
LST1,0.0034761205
FAM45A,0.0034752355
MEF2C,0.003441998
SLC25A37,0.0034301495
PDE9A,0.0034089405
RUNX1,0.0033969635
ASRGL1,0.0033777473
UGP2,0.0033658335
LIMA1,0.0033124392
LEPROT,0.0032986354
LMNA,0.0032828609
POLR3GL,0.00327938
DLGAP5,0.003266362
FTH1,0.003260647
FEZ1,0.0032585976
S100A11,0.003234378
ATF4,0.0031896855
LAPTM4B,0.0031741378
HIST2H2AC,0.0031717701
ARL6IP5,0.0031510214
KIAA0101,0.0031407361
CORO1B,0.0031321084
PLD3,0.0031146756
TPX2,0.003108641
CD47,0.0030525017
ARPC5,0.0030508935
TSC22D1,0.0030118332
CDKN2C,0.0029587264
SH3BGRL,0.002945204
PTTG1,0.0029400995
HOXC13,0.0029330389
UBE2L6,0.0029309143
SERPINF1,0.0029118368
PTRF,0.00289642
SRSF3,0.002879768
CORO1A,0.002877777
RABAC1,0.0028737502
RTN4,0.0028314295
HES4,0.0028228976
CYBA,0.0028201814
UCP2,0.002816762
SOD2,0.0027790237
ANKRD10,0.002771486
COMT,0.0027439462
PHF19,0.0027381948
PSAP,0.0027329605
TMEM219,0.0027134903
CD164,0.00269034
MAP1LC3B,0.002678167
PDIA4,0.0026771831
CYP3A5,0.002661515
EIF1,0.002648462
DAZAP2,0.0026403246
SAT1,0.0026294705
HELZ2,0.0026145263
MILR1,0.0025693437
CMTM6,0.0025621126
TPRA1,0.0025605555
NHLRC3,0.0025356011
RP11-301G19.1,0.0025292472
CDK1,0.0025257727
PHACTR1,0.0024901372
HBP1,0.002489366
SRSF7,0.0024796329
CREM,0.0024760107
ABL2,0.0024683683
FOXL2,0.0024592308
CAP1,0.0024442566
CENPU,0.0024433322
STAC3,0.0024128624
CDT1,0.0023948792
NPC2,0.0023817415
PHLDA2,0.0023415943
C10orf54,0.0023240917
GMPPA,0.0023208517
YPEL1,0.0023166433
ID1,0.0023117715
ANKRD11,0.002311099
ATF6B,0.0023007672
PRDX1,0.0022866188
NFASC,0.002283032
CD63,0.0022780763
MFGE8,0.0022558845
DHFR,0.0022544053
RQCD1,0.0022543636
FNIP2,0.0022437116
SPARC,0.0022361798
PIF1,0.0022299832
USP53,0.0022112308
RALA,0.0021990007
NUDC,0.002186784
MKI67,0.002164909
PLK1,0.0021611608
ANXA5,0.0021588255
CEBPD,0.0021518075
ZEB2,0.0021439644
PLAUR,0.0021355571
TUSC3,0.0021075425
GABPB1-AS1,0.0020860669
ZC3HAV1,0.0020701422
TMEM173,0.0020636166
AAK1,0.0020534114
RNASET2,0.0020533318
MSH6,0.002052078
LYAR,0.0020476722
COL2A1,0.0020391748
TUBA1B,0.0020297905
CNN1,0.0020123064
S100A1,0.00201006
FERMT3,0.0020022192
KIF14,0.002001451
IGDCC3,0.0019778258
MRC2,0.0019683938
RNASE1,0.001956541
ANKRD28,0.0019067841
SLC40A1,0.0019048216
CTSZ,0.0018996665
PTP4A3,0.0018753348
WBP5,0.0018453738
RANBP1,0.0018430323
OAZ2,0.0018293301
EXOG,0.0018236313
CENPA,0.0018201108
PLP2,0.0018152226
HBA2,0.0018150945
CLCN3,0.0018142639
ACP5,0.0018002607
SMIM3,0.0017724993
DOK2,0.0017714751
TPM4,0.0017700392
BCL2L11,0.0017602623
CKB,0.0017599548
FUCA1,0.0017576428
USP20,0.0017460396
HMGN2,0.0017279838
TFRC,0.0017230384
ATP6V0B,0.0017214669
BPGM,0.0017166494
LAPTM5,0.0017097305
PRDX2,0.0017012807
COL9A3,0.0016996099
RP1-34B20.21,0.001689017
ALAS1,0.0016886824
SLC15A3,0.0016855034
LMO2,0.0016770489
CDCA8,0.0016732209
CD82,0.0016727194
FAM89A,0.0016687652
HVCN1,0.0016668038
TOR3A,0.0016647152
CALM2,0.0016547418
HOXB4,0.001652965
TMEM154,0.0016515013
ZBED5-AS1,0.0016508276
PMAIP1,0.0016364077
POU6F2,0.0016355293
PYCARD,0.0016284944
CCNA2,0.0016281911
RNF213,0.0016274853
SRM,0.0016236487
MIR3945HG,0.001615204
TAL2,0.0016140216
ARID4B,0.001613851
AIM1,0.0016023675
AKAP13,0.0015977939
MYLIP,0.001588035
PRKCB,0.0015747825
GATS,0.0015707273
ACAP1,0.001566629
HMGB1,0.0015623327
SAT2,0.0015613976
SLC25A45,0.0015574519
HIST1H4E,0.0015517796
SERPING1,0.001551045
C17orf99,0.0015333247
CST3,0.0015295901
GCNT2,0.0015156902
C21orf58,0.0014994321
STOM,0.0014957883
HLA-A,0.0014952674
GOLIM4,0.0014949405
LRMP,0.0014866744
PLEKHH2,0.001475584
TGFB1,0.0014753898
SLC3A2,0.0014749236
TPM1,0.0014741337
FAM43A,0.0014628677
TAPBP,0.0014456832
LGALSL,0.0014398239
CMPK2,0.00143741
GSTM3,0.0014270965
CCNB1,0.0014268738
GDF15,0.0014245583
BAZ2B,0.0014190474
SYP,0.0014181172
ZEB1,0.0014173131
FAM83A,0.001415362
IGBP1,0.0013972297
CPXM1,0.0013953723
TNNT1,0.001389472
DDIT4,0.0013852705
ASIC4,0.0013842869
NTS,0.0013842805
ING2,0.0013787904
GMPR,0.0013718532
QPRT,0.0013715427
NCOA4,0.00136137
CH17-340M24.3,0.0013596017
LCP2,0.0013588757
DSC2,0.0013470582
LINC00294,0.0013339843
ORAI2,0.0013168602
CD37,0.0013160695
SWAP70,0.0013116396
TMSB10,0.0013087213
LINC01420,0.0012997112
ARHGDIB,0.0012953897
REEP6,0.0012844373
HFE2,0.00127449
FAM19A2,0.0012694851
SPINT1,0.0012667739
TSC22D3,0.0012599027
ITGB2-AS1,0.0012574975
WDR76,0.0012563088
SLF2,0.0012468522
SDCBP,0.0012290959
FST,0.0012288844
RP13-516M14.4,0.0012284322
SERTAD1,0.0012250079
KPNA2,0.0012233489
RP5-882C2.2,0.0012087761
TTLL7,0.0012075657
CLTA,0.001203433
ANTXR2,0.0012017419
MBD4,0.0012006757
RP11-109G23.3,0.0011922054
DDX21,0.0011884855
HIST1H1D,0.0011798776
NINJ1,0.0011773625
APOE,0.0011749517
ARGLU1,0.0011694526
HAGH,0.0011650586
GLRX,0.001160114
PCNA,0.0011595346
TBC1D10C,0.0011582999
RHOH,0.001149975
AC009506.1,0.0011487469
STAM-AS1,0.001142975
RP1-191J18.66,0.0011378969
TNFAIP8,0.0011298885
PSMB3,0.0011207081
RRP12,0.001118083
DUSP9,0.0011178999
CYTIP,0.0011154285
SMIM14,0.0011109967
ZNF425,0.0011094791
LGALS3BP,0.0011056205
SESN2,0.0011013298
GABARAPL1,0.0010952463
GP6,0.0010933164
RGS18,0.0010926019
ZBED6,0.0010868446
THUMPD3-AS1,0.0010807313
PRDM1,0.0010795654
POU3F2,0.0010763906
SOX4,0.001063105
ARRDC3,0.0010613129
FES,0.0010576852
