,0
CYBA,0.009768185
HES6,0.0089387605
TUBB4B,0.008814126
HIST1H2BJ,0.0076771844
CFD,0.0064877756
SH3BGRL3,0.006046733
JUND,0.005819223
MDH2,0.0057016397
GAL,0.00569391
KRT8,0.005604869
FADS1,0.005311486
ATP6V0B,0.0050658095
PHF19,0.0049789334
ODC1,0.0047651506
FNBP1,0.0047216304
RALA,0.0047038537
BCL2L1,0.0046360735
APOLD1,0.0045904918
CLIC1,0.0045827134
UFD1L,0.004567395
ATF7IP2,0.0045597097
CTSL,0.0045534167
CKB,0.004486263
SOX4,0.004404422
LDHA,0.0044040107
SON,0.00437916
FCGRT,0.0043598013
JUNB,0.0043270253
POLR2E,0.0043228166
HIST1H4C,0.004304328
RP11-620J15.3,0.004274931
MLLT11,0.004249879
PLD3,0.0042463783
HSPA8,0.0042176424
FRG1,0.0042103343
EIF2S3,0.0041636904
TMSB10,0.0040399875
KCNH2,0.0039257095
DUSP9,0.0039232816
USP20,0.0038764698
CDC20,0.0038688804
CSTB,0.0038104632
ARPC1B,0.0038062672
GMPPA,0.003726221
CNTRL,0.0036826564
HAGH,0.0036037152
SLC40A1,0.0035658898
CD7,0.0035572972
HELLS,0.0035203137
PA2G4,0.0034810507
MT-ND6,0.0034752835
DAZAP2,0.0034668846
GLRX,0.0034268706
CKS2,0.0034150789
ACTG1,0.0034093654
EMP3,0.0033752166
TEX30,0.0033540973
ANKRD28,0.0033249278
SERPINB1,0.0032479817
CA11,0.0032305
HSPB1,0.0032161672
SRM,0.0031996479
CCNB1,0.0031868147
CTSZ,0.0031861803
MKI67,0.0031726374
FABP5,0.003170791
RMI2,0.0031689967
APLP2,0.0031626497
CCNA2,0.0031472766
MYL12A,0.0031390823
LYAR,0.0031217074
MAP7D1,0.003107116
DBI,0.003074433
VMP1,0.0030708916
ANXA5,0.003059696
CNN1,0.00305789
CTSS,0.0030268764
HSP90B1,0.0029785177
SSB,0.0029778555
SYP,0.0029483826
AURKA,0.0029148376
LST1,0.002887387
UBALD2,0.0028832373
VIM,0.0028545342
RP11-301G19.1,0.0028418112
TNNI3,0.002839248
PRDX1,0.0028326414
IDH2,0.0028268185
VAT1,0.0028103492
HIST2H2AC,0.0028099525
DEK,0.0028062505
CALM2,0.0027712982
RDH10,0.0027578704
HSPA5,0.0027294233
MPZL1,0.0026934533
LAPTM4B,0.002687167
MLXIP,0.002670881
PSMB3,0.0026645048
PSMB2,0.002649255
PLCG2,0.002624733
LINC01420,0.0026152295
TFRC,0.0026110378
PPP1R12A,0.0025939732
DDX21,0.0025919627
FAM83A,0.0025807952
SNHG9,0.0025774988
BHLHE40,0.0025726613
LRMP,0.0025536243
FNIP2,0.0025465877
SLC3A2,0.0025433358
SDF2L1,0.0025402082
WDR43,0.0025366417
KPNA2,0.0025258008
PTP4A3,0.0024975783
GATA2,0.0024762824
APOBR,0.0024629252
ATF4,0.00245769
LCP2,0.0024408828
FLNA,0.0024390495
KIF2C,0.0024325526
FUCA1,0.0024195448
FAM210B,0.0024137613
PKIG,0.0024087261
DNAJB4,0.0023848144
HIST1H3H,0.0023846226
ORC6,0.0023812135
PRC1,0.0023634436
BIRC5,0.0023630136
TLE4,0.0023429194
RTN4,0.0023415557
NEAT1,0.002336996
PPP1R15A,0.0023339835
C4orf48,0.0023247474
MYH9,0.0023233313
ENO1,0.0023213648
ZFP36L1,0.0023181597
ACAT2,0.002268949
ZC3HAV1,0.0022686908
TUBB2A,0.0022510705
HBP1,0.0022480015
TUBB,0.0022437803
PTPN12,0.0022415395
PAQR8,0.0022131014
MT-ND4L,0.0022073048
MARCKSL1,0.0021849254
MSH6,0.0021783796
TAF7,0.0021783547
UCP2,0.0021731074
MT1G,0.0021689574
ADAMTSL4,0.0021374181
CDT1,0.0021352773
DOK2,0.0021295082
RANBP1,0.0021228516
CCDC159,0.002119925
PRKCB,0.0021197696
HN1,0.002116748
SH3BGRL,0.0020959475
COLGALT2,0.002095491
CARHSP1,0.0020932052
GADD45A,0.0020850562
ARHGAP9,0.0020829784
TLN1,0.0020771744
MTRNR2L8,0.0020599877
RUNX2,0.0020349354
TGFB1,0.0020321757
RTN2,0.0020210396
USP53,0.0019972788
LAMP2,0.001972004
FOXL2,0.0019474576
RAC2,0.0019095883
MAGED2,0.0019025162
TMEM219,0.0018952682
CDCA8,0.0018903937
CR1L,0.0018695152
CLSPN,0.0018671148
ALAS1,0.0018537721
IL17RA,0.0018398119
CAPZA1,0.0018372829
HMGCL,0.0018326901
MSN,0.0018264989
MDK,0.0018193361
CLC,0.0018160983
LAPTM5,0.0018086568
SMPD1,0.0018053954
IL6ST,0.0017964672
HOXB6,0.0017933637
BPTF,0.0017922837
SGOL1,0.001781787
MYB,0.0017676521
PPP1R18,0.00176621
HIST1H1D,0.0017583279
CAP1,0.0017451374
APOBEC3D,0.0017436384
TSC22D4,0.0017431218
ARPC3,0.0017280941
ZYX,0.0016989587
ZFP36L2,0.0016949794
TLE2,0.0016817749
MSRB1,0.0016816559
ACRBP,0.0016723862
HMGB1,0.0016694112
ZBED6,0.0016671012
CENPU,0.0016557308
EIF1,0.0016556027
TFAP2B,0.0016518208
EVI2B,0.0016512317
MUC4,0.0016368818
CSF3R,0.0016355662
GATS,0.001635205
HOXB4,0.001631729
RNF168,0.0016247514
BCYRN1,0.0016144085
ICAM1,0.0016122236
HBA1,0.0016105365
PPP3CA,0.0015954328
PIF1,0.0015856307
GPSM3,0.0015853829
EXOG,0.0015850315
TESC,0.0015812682
YPEL1,0.0015722396
PKDCC,0.001563856
LIMA1,0.0015592263
PRSS57,0.0015578029
CLEC2B,0.0015417174
PTPRS,0.0015249455
ECM1,0.0015078416
TMSB4X,0.0015074372
ZFHX3,0.0015049841
SNCG,0.0014981683
RIT1,0.0014970272
HOXC13,0.0014922688
MTURN,0.0014888142
SLC25A37,0.001477386
NR2F2,0.0014773384
CKAP2,0.0014636295
CHD2,0.001460326
AC016629.3,0.001450994
CLN5,0.0014479208
KIF14,0.0014440389
BTG2,0.00144063
FAM129A,0.0014373707
ARMCX3,0.0014283878
LGALS1,0.0014283846
CDC42SE1,0.0014238186
