,0
ALAS2,0.007782821
HBZ,0.00745523
LEPROT,0.007401285
LST1,0.0072735604
HBG2,0.007185032
SH3BGRL3,0.00713792
NCKAP1L,0.0062710564
IDH2,0.0062294086
APLP2,0.005992422
HBA1,0.0059382957
RP6-159A1.4,0.005906393
MPC2,0.00579946
CTSB,0.005794251
LGALS1,0.0057670036
PTPN7,0.0057256958
BTG2,0.005677555
CFD,0.00546087
GLRX,0.005451121
CTSZ,0.0052888324
SH3BGRL,0.005170696
CNN2,0.00515436
ASAH1,0.0051506395
CSF3R,0.0051083756
ITM2B,0.005095345
DAB2,0.004930275
ID1,0.004870447
TPP1,0.004854647
MALAT1,0.004770088
CDC42SE1,0.0047551794
CDT1,0.004734808
TRIM38,0.0045431075
ZSCAN16-AS1,0.0045228153
PRDX5,0.0044809836
ANXA2,0.0044544376
C6orf1,0.004387239
TMEM54,0.0043588146
CD53,0.0043499805
MFGE8,0.0041293446
HBA2,0.004121353
PTPN12,0.004121159
MYO1F,0.0040811854
FNBP1,0.004061815
RHOBTB3,0.004050857
CLC,0.004008793
GRN,0.003980632
SERPINB1,0.0039723776
ERV3-1,0.0038712309
YPEL3,0.0038692786
GDF15,0.0038195746
HIST1H2AC,0.003785745
SLC25A37,0.0037162881
MS4A3,0.003688464
OS9,0.0036881273
CORO1B,0.0036796276
TPM4,0.0036722003
HOTAIRM1,0.0036694098
ZBTB38,0.003658533
MMP24-AS1,0.0036481153
RHOH,0.003588342
UGP2,0.00357254
PPCS,0.0035671913
ARPC5,0.0035371266
FAM234A,0.0035336742
CYBA,0.003527611
PYCARD,0.00352433
HEMGN,0.0035127173
PTK2B,0.003461092
LMNA,0.0034591062
TAX1BP1,0.0034525043
SYF2,0.0034175597
TRIB3,0.0034111722
ZNF431,0.003407899
CLU,0.003406579
PHACTR1,0.003393624
DST,0.0033283173
PPP3CA,0.0032715667
RNASET2,0.0032603398
KMT2E,0.003246487
SQSTM1,0.0032344991
PSME1,0.0032034772
TFAP2A,0.0031865165
IQGAP2,0.0031806224
HBE1,0.003177487
PNRC1,0.0031667517
RRM2,0.0031553567
TESC,0.003146188
CD164,0.003120228
CHI3L2,0.003111833
PPP1R12A,0.0031116614
GAL,0.0030881488
LHX1,0.0030808283
PSMB3,0.003071518
LMO2,0.0030573294
DDIT3,0.0030565958
JUNB,0.0030415435
HBG1,0.0030106239
FAM118A,0.0029788984
USP20,0.00296904
MLXIP,0.0029026757
HSPB1,0.002899206
BSDC1,0.002887987
LINC00467,0.0028877314
LIMS1,0.0028860117
ADGRE5,0.0028694153
MARC2,0.0028612774
QSOX1,0.0028611263
BAZ2B,0.0028518785
PAQR8,0.0028461972
SDCCAG8,0.0028334935
PROS1,0.0028332956
SPI1,0.002824438
CREG1,0.002822456
HES4,0.002780946
HOXB9,0.002774535
AP001171.1,0.0027741203
DUSP13,0.002770469
SAT1,0.0027642578
NXPE3,0.002759677
LDHB,0.002747703
METTL9,0.0027439895
ACTB,0.0027381077
IRF2BP2,0.0027308885
ADAMTSL4,0.0027307426
LBH,0.0027086923
ARL6IP1,0.002688925
MT-CO1,0.0026837157
ARPC3,0.0026792255
CLN5,0.0026736087
CORO1A,0.0026707393
HOXB2,0.0026669244
RHOC,0.0026404273
SMIM1,0.0026398168
CARHSP1,0.0026191382
MAP1LC3B,0.002591663
POLR3GL,0.0025861107
STOM,0.002581903
CEBPE,0.0025708817
WDR76,0.0025586134
ANXA3,0.002548238
SGOL1,0.002544152
GNAI2,0.0025221165
BTG1,0.0025121553
SRGN,0.0024998887
NR4A1,0.0024952863
PGD,0.0024876408
ARHGDIB,0.0024743674
RGCC,0.0024685885
SUSD3,0.0024370488
TYROBP,0.0024143413
MANF,0.0024070726
STIM2,0.002392139
BMP2K,0.0023843038
MPZL1,0.002378264
RP11-326I11.3,0.0023696444
CD47,0.0023560217
COTL1,0.0023499045
MAPKAPK2,0.0023455748
TUSC3,0.002338107
RCSD1,0.0023182377
ZEB2,0.0023177213
