,0
CALR,0.007973149
CENPF,0.0073999106
MEF2C,0.0072836694
AVP,0.007215062
ACAT2,0.0071395254
SNHG9,0.006727522
KRT8,0.0066484436
ENO1,0.006605713
SOCS2,0.006388697
LY6E,0.006387953
RPL22L1,0.0063451175
MIDN,0.005777515
LGALS1,0.005573488
LYAR,0.005531847
MKI67,0.0055159307
PSMA4,0.005467524
NHLRC3,0.0053517097
COMT,0.005350382
MSH6,0.005326033
HOXB4,0.005261125
IDH2,0.0052581253
QPRT,0.00523204
DYNLL1,0.005165045
ARPC1B,0.005070115
SRSF7,0.0049794605
CARHSP1,0.004865401
BRI3,0.0048490213
CKS2,0.0047475244
KMT2E,0.0047023627
PHF19,0.0046439455
PRDX2,0.004636816
VMP1,0.0045109824
ANXA2,0.004393577
TLN1,0.0043547554
DDX21,0.0043490026
THUMPD3-AS1,0.0043367464
HP1BP3,0.0043247147
ITM2B,0.0042964905
IER2,0.0040897503
BST2,0.004026105
ANXA5,0.0040146094
XIST,0.003986451
TSC22D1,0.0039149267
MT1E,0.0039074775
MIR4458HG,0.0038617544
HSP90AB1,0.0038459066
DSCR8,0.0038447508
MDK,0.0037964273
PKM,0.0037762877
PDIA4,0.0037623215
POLR3GL,0.0037530363
NFE2L2,0.0037342715
BPTF,0.0037184677
LYL1,0.003715161
SDF2L1,0.0036857023
PSMB3,0.0036798324
ATP6V0B,0.0036695346
GINS2,0.0036695146
MACF1,0.0036366098
CLIC1,0.0036349732
S100A13,0.00363002
DBI,0.0036081753
NPM1,0.0036022887
SOX4,0.0035501465
NAGK,0.0034306915
USP20,0.0033788532
MT-CYB,0.0033675155
CD63,0.0033662035
ADAMTSL4,0.0033641027
LAPTM5,0.0033527857
CD59,0.0033455903
CNTRL,0.0033426571
RRP12,0.0033335653
BTK,0.0033326906
CACYBP,0.003321832
RP11-620J15.3,0.0032196867
B2M,0.0032126668
HIST1H2BG,0.0032005878
RP11-301G19.1,0.003193404
CCNL1,0.003127964
MYC,0.0031191187
CNN2,0.0031162817
HSPA5,0.003113671
SUMF2,0.003101444
AURKA,0.0030968103
CDC20,0.0030831266
NCKAP1L,0.0030673074
HMGB2,0.0030496456
SQSTM1,0.0030342962
MAPRE3,0.0030319712
RHOBTB3,0.0029952896
PSMD5-AS1,0.0029770422
ID1,0.0029437842
RP11-83A24.2,0.002931379
GALK1,0.0029274798
LMNA,0.0029203857
EBNA1BP2,0.0029120431
FOXL2,0.0029113707
LIMA1,0.0029098012
UBB,0.002904109
PSMB1,0.002889626
IGFBP4,0.0028506021
FAM118A,0.002839742
HES6,0.0028341883
NCL,0.0028201838
UFD1L,0.002813921
KIF14,0.0028040076
ABL2,0.0028038004
TPM4,0.0028010702
MT-ATP6,0.0027872068
PMAIP1,0.0027740155
ADCK1,0.0027724078
TSC22D4,0.0027638953
AURKB,0.002763678
TMSB10,0.002760321
MT-ND4L,0.0027582047
DNAJB1,0.0027523772
OAZ2,0.0027410656
CCNA2,0.0027189045
ATF7IP2,0.0027115615
CD47,0.0027079117
MSN,0.0026893546
SNHG19,0.0026863283
ARID4B,0.0026789852
UBE2S,0.0026692743
VAT1,0.0026088818
CD164,0.0026058357
CTSB,0.0025740587
PDE4DIP,0.0025583613
PLEKHO1,0.0025256497
SH3BGRL,0.002519314
HBD,0.002518725
GIGYF1,0.0025061779
RP11-84G21.1,0.0024902946
TNRC6B,0.0024855437
SGOL1,0.0024614278
DNASE1,0.002450694
HEPH,0.0024395431
CDCA8,0.0024228224
GATA2,0.0024107697
SON,0.0024081226
ODC1,0.0024004015
EMP3,0.0023907737
PKIG,0.0023842584
NUSAP1,0.0023785923
RPL3,0.0023716642
BCYRN1,0.0023660916
FNIP2,0.0023651638
SEPP1,0.0023632634
SMYD3,0.0023628548
PA2G4,0.00235313
TK1,0.0023338962
ANKRD11,0.0023335903
SRSF3,0.0022927583
FAM89A,0.0022890654
PAQR8,0.0022883988
RABGAP1L,0.002285295
MLXIP,0.002270918
ILF3-AS1,0.0022495585
SLC40A1,0.0022442648
MT-CO2,0.0022428455
SLC44A1,0.0022359004
TRIM38,0.0022170297
TYROBP,0.0022074871
ASH2L,0.0021981804
RHOH,0.0021920118
RNF130,0.002181997
GRN,0.0021740482
C4orf48,0.0021674465
MYO1F,0.0021536509
CENPE,0.0021337185
BSDC1,0.0021252513
PLPPR3,0.0021034793
C1orf132,0.0020883589
HBG1,0.0020728435
RPS4X,0.0020532785
YPEL3,0.0019909507
RANBP1,0.0019850351
HIST1H1E,0.0019835003
SLC2A1,0.0019817303
PTTG1,0.0019795678
HSP90AA1,0.0019786158
FASN,0.0019681368
ZNF431,0.0019492151
TMEM55A,0.0019377116
LINC01003,0.0019284632
LINC01420,0.0018874825
SPC25,0.0018773804
GAD1,0.001842298
AC007246.3,0.0018364509
AMHR2,0.0018339223
