,0
GYPB,0.012964259
RP11-717F1.1,0.010703708
PNISR,0.00907014
FASN,0.008325815
PYCARD,0.007964337
HBD,0.00704555
PIM1,0.007022168
CAPG,0.006916362
CLSPN,0.0064991494
SEPT6,0.006126394
TCF4,0.005760162
CPQ,0.005593301
KRT8,0.0055537545
GYPA,0.0054688267
PSMB1,0.0053278483
IFI27L2,0.005315737
MIR4458HG,0.0050577745
ZEB2,0.004906165
GATA2,0.0048929253
DYNLL1,0.0048787915
PRDX2,0.0048587197
POLR2E,0.0048241206
CISH,0.0047901953
UBB,0.0046192096
ITM2B,0.004539099
TSPYL1,0.0044851317
MLXIP,0.004458576
RP1-34B20.21,0.0044528395
RAB11FIP1,0.0044042906
CD164,0.004305408
TOR3A,0.0042874296
PSME1,0.00422314
C21orf58,0.0041800626
SDF2L1,0.00417701
CDK1,0.004149861
KLF1,0.0041020783
TMEM54,0.004079775
FNDC3A,0.00406468
POLR3GL,0.0040544397
CKB,0.0040407255
SERPINB1,0.0039727725
CFD,0.0039424035
LY6E,0.003922049
CLIC1,0.003907052
CAP1,0.0039040507
MT-ND6,0.0038958117
CD55,0.003856417
ANP32E,0.0038405075
ASH2L,0.0038200489
LYL1,0.0037994976
COL18A1,0.0037543436
RRM2,0.0036988135
AP001171.1,0.0036907797
HIST3H2A,0.0036795044
CYBA,0.0036770995
MT1F,0.003669262
MT-ATP6,0.0036253296
LAPTM4B,0.0036002905
CD7,0.00358817
FADS1,0.0035730647
OAZ2,0.0035676653
MYL12A,0.003549258
ODC1,0.0035487066
SLC44A1,0.0035188624
APOE,0.0034885437
PKIG,0.0034763808
DUSP13,0.0034743173
LEPROT,0.003451731
KCNQ1OT1,0.0034380804
MAGED2,0.00342819
VAT1,0.0033867129
PLCB2,0.0033640608
TYROBP,0.0033283185
MPZL1,0.003303976
OS9,0.003296605
YPEL5,0.0032811628
CCR10,0.0032298556
ORC6,0.0031921952
USP20,0.0031861707
SLC25A37,0.0031661834
THEMIS2,0.003148693
PRKCB,0.003119953
TAX1BP3,0.0031046504
DNAJC4,0.0030802758
ARL6IP5,0.0030778903
MAP1B,0.0030767736
MT-ND4,0.0030650517
SSB,0.0030534284
TOR1AIP2,0.0030525425
ZFP36L2,0.0030486153
LYZ,0.0030442397
AFMID,0.0030176712
SLC7A8,0.0029696955
COMT,0.0029579366
HSP90B1,0.0029377954
ING2,0.0029179517
NENF,0.0028885459
SYF2,0.0028851249
SLC40A1,0.0028812236
LIMD2,0.0028757625
ITPR2,0.0028701713
YPEL3,0.002868243
GLUL,0.002843592
ZC3HAV1,0.0028360605
CST3,0.0028343988
TAC3,0.0028212483
PSMB2,0.0028117944
GSTM3,0.0027903826
MYL6,0.0027885889
QPRT,0.002786847
DNAJC3,0.0027868133
B2M,0.0027819022
PROS1,0.0027640031
AMHR2,0.0027568212
THUMPD3-AS1,0.0027268264
LMO2,0.0027235248
AC006262.5,0.0027229695
BTK,0.0027226824
FUCA1,0.002701815
CD53,0.0026860442
CDKN1C,0.0026708147
MYL4,0.002668878
LMO4,0.002668394
SOCS2,0.002654054
TRIM38,0.002643556
HMGCL,0.0026400709
NPM1,0.0026229704
MDH2,0.0025979318
AC079466.1,0.0025847082
MSRB1,0.0025651122
SMAP2,0.0025633343
NEAT1,0.002555557
MGST3,0.0025487875
FAM19A2,0.0025462555
H1FX,0.0025338614
FAM210B,0.0025323352
MALAT1,0.0025219265
IL6ST,0.002517959
FCGRT,0.0025173482
TUBB2B,0.0025011152
TUBA1A,0.0024998786
PYROXD2,0.0024997205
FCER1G,0.0024969326
GABARAPL1,0.002494821
MT-CO2,0.0024929729
MYO1F,0.0024436673
CFH,0.0024286464
PLA2G15,0.0024277004
GMPR,0.002416956
NPW,0.0024045666
CLCN3,0.0024028549
PIK3R1,0.002391643
FRG1,0.0023825623
HIST1H2AC,0.0023778256
APLP2,0.0023681119
AK8,0.002342886
SERTAD1,0.002337189
ACTG1,0.0023294888
SELPLG,0.0023209383
ADAM19,0.0023184516
HSD17B4,0.0023132658
ANKRD28,0.00229323
CSF3R,0.0022470069
GIPR,0.0022250926
MT-CO3,0.0022153268
ARL11,0.0022144523
S100A1,0.0022138923
SNHG19,0.0022025213
DDX1,0.0021908595
WAC-AS1,0.002186582
LINC00467,0.0021858157
TJP2,0.0021781893
CNN2,0.0021557752
RP11-301G19.1,0.0021539691
ITGB2-AS1,0.0021530448
GSN,0.0021466243
ATF4,0.0021452357
COX17,0.002113869
SEC24D,0.0021123555
ETS2,0.0020989869
FAXDC2,0.002096765
RNF213,0.0020855023
DNAJB4,0.0020826363
LACTB,0.00208142
SLF2,0.0020768351
FAM178B,0.0020709874
SEPP1,0.0020499337
PGD,0.0020467557
TAPBP,0.002012651
PTK2B,0.0020052604
ATP2B4,0.0019956243
CA11,0.0019953488
FAM101B,0.001985241
DDIT4,0.0019812954
HIST1H3H,0.0019742593
S100A4,0.0019724965
CLDN6,0.0019647672
CMTM6,0.0019523154
FES,0.0019520199
KPNA2,0.0019391477
AC018816.3,0.0019312148
FAM45A,0.0019097533
GMFG,0.0019078982
DAB2,0.0019046135
SON,0.0018990681
PCAT14,0.0018960941
PSAP,0.0018959814
TLN1,0.001886179
CAPZA1,0.0018720498
ICAM4,0.0018478151
CDC42SE1,0.0018453831
CMPK2,0.0018411938
RCSD1,0.0018379987
LRMP,0.0018348431
S100A13,0.0018246799
HAGH,0.0018228322
SAMSN1,0.0018212727
SRGN,0.0018096741
TESC,0.0017736099
LMNA,0.0017686421
MRC2,0.0017566187
IL10RB,0.0017388165
ZNF436-AS1,0.0017383074
ARPC3,0.001733634
GIGYF1,0.0017173833
CTC-425F1.4,0.001711695
HEMGN,0.0017064306
MARC2,0.0017049228
BTG2,0.0016962867
