,0
HIST1H1C,0.010265182
HBG2,0.008691788
HBG1,0.008405773
CACYBP,0.007907572
BCYRN1,0.0077199657
NCL,0.0074440474
TFRC,0.006877902
MYL4,0.0066369274
TUBA1C,0.0064767664
TAF7,0.006417236
PLK1,0.006166589
FAM83A,0.0060839173
DDX21,0.005748969
MKI67,0.0057478705
ODC1,0.005675219
MAP1B,0.0056520314
HBA1,0.0056308093
PIF1,0.005563204
RP11-717F1.1,0.005533291
CKB,0.005397811
TFAP2B,0.005191766
LAPTM4B,0.0050794207
PA2G4,0.0050117825
FAM210B,0.0049945056
FRG1,0.004943154
REEP6,0.004941425
TOP2A,0.004892414
HP1BP3,0.0048214803
NFE2L2,0.0047432114
HIST1H2BJ,0.0047285575
HBE1,0.0046468033
PSMA4,0.0045031137
KRT8,0.0044624857
MANF,0.00441791
APOC1,0.004413581
CREM,0.004407126
CENPA,0.004330468
CDKN2C,0.0042881877
RAN,0.004282789
SSB,0.004248639
NR2F2,0.004147034
MDH2,0.0040801363
TKT,0.00405602
EIF2S3,0.004009469
GYPE,0.0039990484
CPEB4,0.00398141
C1orf56,0.0039795404
MSH6,0.0039765863
PRDX4,0.003966799
RTN4,0.003958326
TAOK3,0.00393983
COL18A1,0.0038866494
HMGB1,0.0038498614
MYC,0.0038294382
PHB,0.0037769147
RELN,0.0037677488
IDH2,0.0037614042
AURKB,0.0037288377
IFI27L2,0.0036903978
ENO1,0.0036770713
SKIL,0.003649405
CDCA8,0.0036220956
MYLIP,0.0036089092
BLVRB,0.0035944334
SRM,0.003591395
UGP2,0.0035543714
KIAA0101,0.003531715
TPX2,0.003516499
SEPP1,0.0035152114
ANKRD11,0.0035026893
LMO2,0.0035004818
SLC7A8,0.003465094
GAL,0.0034178947
YBX1,0.003339035
H1FX,0.0032494059
ANP32E,0.0032461719
LIMS1,0.0032392219
DHFR,0.003228695
ASPM,0.0031953123
HIST3H2A,0.0031896734
GYPC,0.003180045
HN1,0.0031741518
NUDC,0.00317333
