,0
S100A11,0.009075018
HBG1,0.008328311
IGBP1,0.0080610225
GMPR,0.007154573
TKT,0.0068237945
TMSB10,0.006811397
HSP90B1,0.0064554107
LINC00467,0.0061332053
FCGRT,0.005979202
CTNNB1,0.005962398
COX17,0.005940691
CKB,0.005827797
SON,0.0057989997
IFITM2,0.005771821
UFD1L,0.005662237
HBG2,0.005635115
MEF2C,0.0056062723
EIF2S3,0.005554048
SRSF3,0.005553179
RP11-620J15.3,0.005424012
ZC3HAV1,0.005417897
GLRX,0.0054091215
CENPF,0.0053134086
ATP6V0B,0.005289359
LEPROT,0.0050106496
PPIC,0.0049684662
POLR3GL,0.0049065426
PPP1R15A,0.0048714983
APLP2,0.004815364
JUND,0.004738508
TMEM219,0.0047384477
LDHA,0.0047276057
ARPC5,0.004680066
VAMP8,0.0045774793
AIF1,0.0045393663
HIST1H2AC,0.0045064837
HNRNPH1,0.004491551
UBE2S,0.004457657
HELLS,0.004448639
SARS,0.004422201
CD63,0.0043494306
PRDX1,0.004231872
TK1,0.0042121275
METTL9,0.0042074476
ATF4,0.004150335
GDF15,0.0040574037
DNAJC4,0.004051002
SSB,0.004041507
UCP2,0.004008875
POLR2E,0.0039610444
CTSC,0.003952718
TRAPPC6A,0.003937755
SERPINB1,0.0038913018
RAB11FIP1,0.0038885032
TUBA1B,0.003883228
CDCA8,0.003787974
CD53,0.0037510637
S100A10,0.0037501256
ACTG1,0.0037498856
PSMB1,0.003738456
HIST1H1C,0.00370966
TUBA1C,0.0036999388
CSTB,0.0036930298
SQLE,0.0036509528
NUCKS1,0.003631859
HOXB4,0.0036228432
KPNA2,0.00360942
ANKRD28,0.0036087658
IRF2BP2,0.003587568
SVIP,0.0035733134
UGP2,0.0035596113
KRT8,0.0035187723
PTTG1,0.003512745
CALM2,0.0035006294
LINC01420,0.003498381
SH3BGRL,0.0034692802
TSC22D1,0.0034489646
HP1BP3,0.0034456216
MPC2,0.003405408
CALR,0.003405371
TUBB4B,0.0033988233
CD164,0.0033966156
MAP7D1,0.0033931967
SMAP2,0.003385266
CLIC1,0.0033698503
HES1,0.0033684394
ADAMTSL4,0.003367086
FLNA,0.0033554055
ACAT2,0.0033526642
KLF1,0.0033097449
DDIT3,0.0033080522
ID1,0.0033072832
APOBEC3C,0.0032957937
C6orf1,0.0032868558
RRM2,0.0032725846
ANKRD11,0.0032329347
PIM1,0.0032320195
MGST3,0.0032174482
VAMP2,0.0031973047
LIMD2,0.0031911999
SPC24,0.003174955
AP001171.1,0.0031604632
CYP3A5,0.003144072
NUSAP1,0.0031240864
BTG1,0.003122842
HSP90AA1,0.0031121813
CAPG,0.0031116218
ZDHHC12,0.0030938734
ANP32E,0.0030906422
DAB2,0.0030723016
ENO1,0.0030472302
TUBB2A,0.0029646547
MDM4,0.0029435535
CDKN2D,0.0029395781
YPEL3,0.0029332077
ATP6V0E1,0.0029278784
TXNIP,0.0029202611
KMT2E,0.0029110333
SEPP1,0.0029098508
GSTM3,0.0028909075
SPC25,0.0028797097
CD55,0.0028541253
PHB,0.002797496
CLTA,0.0027932802
TOR1AIP2,0.0027896198
IL6ST,0.0027699887
ACP5,0.0027511884
SH3BGRL3,0.0027426488
B2M,0.0027264678
PTPN7,0.0027238193
SLC20A1,0.002719347
CSF3R,0.0027178936
AC007246.3,0.0027021181
PNMT,0.0026993654
PRDX5,0.0026592633
HIST1H4C,0.0026430716
TRANK1,0.002635717
CAPZA1,0.002624061
TGFB1,0.0026213618
RHOBTB3,0.0026192523
PPP1R18,0.0026191496
ARL11,0.0026175189
UBE2L6,0.002595132
DNAJB4,0.0025895273
CD52,0.0025726114
PHKG1,0.002558655
GNAI2,0.0025224718
ADAM17,0.0025202157
MTRNR2L8,0.0025013967
FILIP1L,0.0024945727
ZFHX3,0.0024672225
HERPUD1,0.0024274874
TRIB3,0.002421336
GALK1,0.0024137674
PPP1R12A,0.0023737184
MAGED2,0.002342183
MT1E,0.002339237
RP6-159A1.4,0.0023346401
GCNT2,0.002330696
CNN1,0.002326118
ABL2,0.0023232293
ID3,0.0023091012
ARHGDIB,0.002291563
FNDC3A,0.002282527
DNASE1,0.0022663642
GMFG,0.0022610745
ARPC3,0.0022606328
KRCC1,0.0022553059
FOXL2,0.0022426632
CPEB4,0.002238696
GPSM3,0.0022353816
RASSF2,0.002225137
GYPE,0.002220894
GATA2,0.0021780727
PA2G4,0.002172133
FAM43A,0.0021711139
HLA-A,0.0021362198
TMEM158,0.0021266218
ANXA5,0.0021235738
RIT1,0.0021210827
BAZ2B,0.0021203102
SKIL,0.0021193635
CFD,0.0020998826
ZBED5-AS1,0.0020985554
LMNA,0.0020938732
EIF1B,0.0020846156
TIMP1,0.0020595747
ADGRE5,0.0020230273
SNHG9,0.0020133434
STMN1,0.0020034132
BNIP3L,0.0019868943
TPM4,0.00198525
LINC-PINT,0.0019799501
CYBA,0.0019779173
DLX4,0.0019686355
RUNX2,0.0019517354
RFK,0.0019487216
CTC-425F1.4,0.0019472445
USP53,0.0019360852
KCTD7,0.0019353486
MAP1LC3B,0.0019330513
TFPI,0.0019172613
SPI1,0.00191302
PHF19,0.0019023855
TMEM191C,0.001895841
HSPA1A,0.0018923326
PPCS,0.0018837845
FNIP2,0.0018736293
CFH,0.0018601676
DPYSL2,0.00184886
SEPT6,0.0018279382
ARID4B,0.0018253837
COMT,0.0018228439
SMYD3,0.0018178658
C11orf21,0.0018050667
LRP12,0.0018033053
HEPH,0.0018013078
SDF2L1,0.0017889936
ZNF431,0.0017645353
HSPB1,0.0017319832
TSC22D3,0.0017179445
ITGA2B,0.001696622
SDCBP,0.0016925156
NBR1,0.0016924102
RP11-1114A5.4,0.0016882402
HSP90AB1,0.0016872054
HMGN2,0.001671344
HIST1H2BH,0.0016632023
BIRC5,0.0016617276
RCSD1,0.0016599101
LPCAT2,0.0016439218
LIPH,0.0016349332
UBB,0.0016206745
LY6E,0.0016154983
GSN,0.0016130925
FAM118A,0.0016121491
OS9,0.0015861085
LTB,0.0015782876
MLLT11,0.0015734412
FERMT3,0.0015691903
LINC00694,0.0015674068
CITED2,0.0015670393
KCNE3,0.0015662517
COL2A1,0.0015642834
CCDC136,0.001561125
ZC3H6,0.0015549567
GAL,0.0015369471
LYZ,0.0015333988
GABPB2,0.0015324317
SEC24D,0.0015258589
ERV3-1,0.0015217623
PSMB9,0.0015021642
MYL12A,0.0014911259
C2orf88,0.0014904059
DSCR8,0.0014850397
RP1-191J18.66,0.0014786125
CEBPB,0.0014783075
PDE9A,0.0014779462
SDC2,0.0014624594
CD84,0.001451447
