,0
HIST1H4C,0.010602513
PKIG,0.007709931
HOXB4,0.007266259
GYPB,0.007139433
SLC2A1,0.0068596136
HIST1H2AC,0.0068108137
GADD45A,0.0067386953
TOP2A,0.0059229787
NENF,0.005616544
PPP1R14A,0.005379534
CTSC,0.005319566
BSDC1,0.005308456
CDK1,0.005205869
COL18A1,0.0052009393
TIMP1,0.005155201
PSMB1,0.005056866
CDC42,0.00496906
CKS2,0.004957352
TUBB,0.0048744394
TRAPPC6A,0.004816934
PPCS,0.0047693606
LDHB,0.0045083547
BMP2K,0.0045079747
HN1,0.004435031
GMPR,0.0044267206
TOR1AIP2,0.0043412377
PYCARD,0.004336466
H1FX,0.004307261
RELN,0.0042529623
TESC,0.0042429706
PLD3,0.004222007
SRSF7,0.0041803285
EIF4A2,0.0041635227
MAP1B,0.0040402575
SERPING1,0.00402734
CENPA,0.0040194998
CTSZ,0.004001836
C4orf48,0.0039535644
ST6GALNAC1,0.0039452137
TNRC6B,0.0039029955
NUSAP1,0.0038926671
MSH6,0.0038892543
SRSF3,0.003874822
GYPC,0.0038677882
ARMCX3,0.003833531
CCNB2,0.003826102
CHI3L2,0.0038073838
SGOL1,0.0037849434
CD47,0.0037578326
ALAS2,0.0036239708
YPEL3,0.0036223514
HES6,0.0036117425
COL2A1,0.0035623095
TPM1,0.0034721491
SRM,0.003430318
PIF1,0.0033955988
GDF15,0.0033911355
DPYSL2,0.0033686329
FCGRT,0.0033588305
C1QBP,0.0033359486
TUBB4B,0.0033347127
PTPRS,0.003330268
ACP5,0.0032974465
USP20,0.0032896856
EXOSC8,0.0032821777
CENPE,0.0032771805
S100A10,0.0032724068
FNBP1,0.0032619943
IRF2BP2,0.0031973473
PCNA,0.0031683557
SMIM1,0.003126908
PLK1,0.0030682685
PSRC1,0.0030504004
TXNIP,0.0030497788
SOCS2,0.0029891424
MYLIP,0.0029635343
CKAP2,0.002928294
CA11,0.0029047048
HAGH,0.0028833896
WDR76,0.002876415
IGBP1,0.0028456755
WAC-AS1,0.0028035396
VAT1,0.0027873479
KPNA2,0.0027754407
RUNX2,0.0027608522
CALM2,0.0027198084
NPC2,0.0027183606
GPSM3,0.002710033
ATF6B,0.0026794542
HP1BP3,0.0026658645
TAX1BP3,0.0026450683
UCP2,0.0026352096
CMB9-22P13.1,0.0026332857
CD63,0.0026257914
SUMF2,0.0026036839
ATF4,0.0025684864
CHD2,0.0025455866
IGFBP4,0.0025193105
SLC25A37,0.0025160715
MT2A,0.0025027527
ATF5,0.0024912597
CKS1B,0.0024560962
SLC7A8,0.0024321105
MTHFR,0.0024164955
MARC2,0.0023944816
RNASET2,0.0023926725
MT1F,0.0023892783
CD37,0.0023860417
IFI6,0.0023714849
HBA1,0.0023617663
PKDCC,0.0023578226
CSAD,0.0023484747
MIR4458HG,0.002340444
HBZ,0.0023333784
PLA2G16,0.0023323868
KRT8,0.0023268377
FCER1G,0.0023255371
PRC1,0.0023235937
ZSCAN16-AS1,0.002314091
MYL4,0.002273007
CLIC1,0.002265509
LINC00467,0.0022642876
CLEC2B,0.0022599767
MFGE8,0.0022589327
TLE4,0.0022539706
IL2RG,0.0022464986
CLU,0.0022375572
PHACTR1,0.0022359139
HBG1,0.0022298195
LRRC75A,0.002204618
AP001171.1,0.0022003942
LRP10,0.0021978412
IDH2,0.0021871047
NEAT1,0.0021812783
PLCB2,0.0021812653
SDF2L1,0.00215502
FAM234A,0.0021484387
WARS,0.0021155344
TRIB3,0.0021145635
ARID4B,0.002101562
PSMA4,0.0020770784
TSPAN13,0.0020515947
ADAMTSL4,0.0020450742
PROS1,0.002040737
ASRGL1,0.0020321119
HBD,0.0020150037
SEC24D,0.0020120768
LINC01420,0.0020046763
PDE4DIP,0.0020024455
TSPYL1,0.0019991705
PLXNA2,0.0019888824
FAM118A,0.001986872
CYP3A5,0.0019856128
PHGDH,0.001969502
TUBB2B,0.0019421986
TMEM55A,0.0019418909
CFH,0.0019404398
MGST3,0.0019358892
HOTAIRM1,0.0019266926
CNN1,0.0019156587
GOLIM4,0.001915554
MSRB1,0.0019078893
HBG2,0.0019030969
COX17,0.0019015567
ADAM17,0.0018875173
SCN9A,0.0018824725
JADE1,0.0018743863
SPC25,0.0018419076
DNASE1,0.0018314112
LINC00891,0.0018239841
FAM89A,0.0018180555
BZRAP1-AS1,0.0018172077
APOBEC3C,0.0018093067
FAM83A,0.0018045146
RNF130,0.0018028931
B4GALT1,0.0017937527
GATS,0.001792763
ZC3HAV1,0.0017920625
LINC00694,0.0017898172
CTSS,0.0017705972
DEK,0.0017564388
HIST1H1D,0.0017546263
RP11-1114A5.4,0.0017474156
PSME1,0.001744113
ABL2,0.0017329141
IKZF2,0.0017324442
ARHGDIB,0.0017253801
NCOA7,0.001723177
SLC20A1,0.0017148862
BEX2,0.0017111307
STAC3,0.0017005377
PLAUR,0.0016772785
HIST1H2BJ,0.0016759484
KIAA1551,0.001670012
LBH,0.0016684916
HLA-A,0.0016638759
RPL7A,0.0016448211
