,0
LEPROT,0.008118368
CLTA,0.0073682116
HIST1H1C,0.007316024
DDX1,0.0072988127
HIST1H2BJ,0.00604359
AC006262.5,0.0057310057
MGST3,0.005535779
CENPE,0.005441358
IER2,0.005252748
MYC,0.0051101935
AURKA,0.0050871624
PKIG,0.0050364546
DNAJB1,0.0050336053
ID1,0.0048918757
HBZ,0.0048904074
MAP1A,0.0047105257
PRDX4,0.0046596634
RPL3,0.0045856372
MS4A4A,0.004574693
ZSCAN16-AS1,0.004460837
LDHA,0.0044510085
ID3,0.004449944
MT-ND2,0.004426164
SRM,0.00437857
APOC1,0.0043152682
WAC-AS1,0.0042890892
GAL,0.0042081
GLUL,0.0041784956
PPIC,0.004169623
KRT18,0.0041484404
GATA2,0.004052341
ABL2,0.003945412
BEX2,0.0039430275
CHI3L2,0.003921285
SOCS2,0.003917995
MARCKSL1,0.0038890182
CCR10,0.0038561649
TNNT1,0.0038417948
TMEM54,0.0038260068
TOR1AIP2,0.0037390369
RPL7,0.003736552
MT-ND4L,0.0036133088
BST2,0.003586353
TRIM56,0.0035315913
GMFG,0.0035120726
CD59,0.0034793564
ANXA2,0.0034668648
ILF3-AS1,0.0034461338
FASN,0.003421423
EIF4A2,0.0033945998
MPZL1,0.0033695558
SARS,0.0033378804
KRCC1,0.0033281432
TUSC3,0.0033028147
XIST,0.0033014196
PGD,0.003291927
HIST1H2BG,0.0032863375
PRDX5,0.0032603287
CMPK2,0.0032594514
PLK1,0.003235721
AK8,0.0031910255
CCS,0.0031510352
CCNL1,0.0031393026
CTSL,0.0031259514
PLEKHH2,0.0031085429
HSPA5,0.0031065184
SERPINF1,0.0030764341
PPP1R18,0.003065455
HES1,0.003052552
IGBP1,0.003022685
MAPKAPK2,0.003018429
TUBA1B,0.0030095158
CYP3A5,0.0029824793
CORO1B,0.0029662626
MMP24-AS1,0.002931137
CD53,0.002923519
MDM4,0.0028908302
PHF19,0.0028906325
FOXL2,0.002874145
TUBA1C,0.002844845
MT-ND6,0.0028402968
ZFP36L2,0.0028397038
PPIB,0.0028347208
FAM101B,0.0028312223
HN1,0.0028076014
RPS3A,0.0027790153
GALK1,0.0027748977
TNFRSF12A,0.0027659375
RPL14,0.002705083
RPL10,0.0026944352
SDF2L1,0.002692015
IFI27L2,0.0026789408
CAP1,0.0026778665
SESN2,0.0026627576
CCDC159,0.0026526395
HBD,0.0026236435
TPM4,0.0026232193
SKAP2,0.0026136504
HEMK1,0.0026085847
LYL1,0.0025858695
CNN2,0.0025675653
OS9,0.002566903
PPP1R14A,0.0025665532
MT-ND4,0.0025620703
GYPC,0.0025592083
PHKG1,0.0025539547
HES6,0.0025505943
CLDN6,0.0025345916
CEBPA,0.0025222623
RPL7A,0.0025211764
ARID4B,0.002486248
TJP2,0.002481385
OAZ2,0.002476686
BNIP3L,0.0024602667
ALAS2,0.0024403702
MT-ND1,0.0023987088
SDCCAG8,0.00238953
TNNI3,0.0023626697
NEAT1,0.0023567916
MT-CYB,0.0023489029
CDKN2C,0.0023279656
MILR1,0.0023186433
ODC1,0.0023126542
MPC2,0.0022896214
CD52,0.0022791678
FNDC3A,0.0022719197
PPP1R12A,0.002252768
TLE4,0.0022304745
SUSD3,0.0022230747
ACTG1,0.0022144017
HES4,0.0022031765
MAPRE3,0.0021999204
PSMD5-AS1,0.0021921648
