,0
HMGN2,0.009329392
TUBA1B,0.008473093
STMN1,0.0072667627
AC079466.1,0.007221284
PLD3,0.007185673
B2M,0.006687996
CLTA,0.006622119
PSAP,0.006380518
CD59,0.005998761
NUCKS1,0.0055000796
HBA1,0.0054399376
MANF,0.00540006
RABAC1,0.00513154
SOCS2,0.0051119425
MBD4,0.0050214115
CKS2,0.0049856543
CORO1B,0.0049725017
ID3,0.004962076
CALR,0.0049075894
HBZ,0.0048727603
FNIP2,0.0048238267
BRI3,0.004767306
ANKRD28,0.004698786
C10orf11,0.004671762
NCKAP1L,0.004608873
ARPC5,0.0045922627
ASAH1,0.004385569
MACF1,0.0043553445
RTN4,0.00431185
SUMF2,0.004215737
CD63,0.004170055
HMGCL,0.004156248
MARCKSL1,0.003978144
TFPI,0.003938576
ADAM17,0.0039209984
JADE1,0.0038906531
MLXIP,0.0038349347
MDK,0.003822933
HOXB9,0.0038064367
MEF2C,0.0036691662
CREG1,0.0036635392
GYPA,0.003645192
RALA,0.0036009066
TUSC3,0.003584435
CPXM1,0.0033946366
SERPINF1,0.003355837
SEPT6,0.0033100427
TKT,0.0032938982
MMP24-AS1,0.0032821181
CENPE,0.0032762266
CLSPN,0.0032008793
IDH2,0.003196676
ANXA2,0.003179581
UBC,0.0031754584
TRPM4,0.0031590604
CTNNB1,0.0031490026
DNAJC3,0.0031463944
HERC2,0.003131247
MYL6,0.003122064
RP11-83A24.2,0.0031116349
CD52,0.0030272189
INTS6-AS1,0.0030184742
QPRT,0.0030181785
HEMGN,0.0030023768
ANXA5,0.0030004121
MT-CYB,0.0029991497
TYROBP,0.0029826725
CTSC,0.0029730105
COMMD6,0.0029612766
LINC01420,0.0029552788
KCNQ1OT1,0.0029458443
MDM4,0.0029368268
CLEC2B,0.002906945
AC007246.3,0.002876672
COX17,0.0028434268
WAC-AS1,0.0028342688
PPCS,0.0028249745
FILIP1L,0.002795006
CAPZA1,0.002784457
CSF3R,0.0027605547
LEPROT,0.0027381894
DNAJA1,0.002727056
TRIM56,0.002692981
PLPPR3,0.002686678
TRIM38,0.002686317
PHF19,0.0026772022
PNPLA8,0.0026674715
PPIC,0.0026552975
PPP1CB,0.0026539352
CLCN3,0.0026491901
TNRC6B,0.0025845484
C21orf58,0.0025839421
PSME1,0.0025820998
SLC7A8,0.0025418878
LAMP2,0.0025268744
USP53,0.002525834
S100A4,0.0025173519
NUDC,0.0025110473
THEMIS2,0.0025072978
RMI2,0.0024857135
SH3BGRL3,0.0024817663
SLC20A1,0.0024761413
IGDCC3,0.0024751793
TPP1,0.0024662318
FTL,0.0024628853
HSPA1A,0.0024541442
ITPRIPL2,0.0024478124
JUN,0.0023906012
COL2A1,0.0023605998
ATF6B,0.0023543448
CCNL1,0.0023472745
GSTP1,0.002301563
GYPB,0.002296915
CCDC159,0.0022864356
C6orf1,0.0022809622
WSB1,0.0022599907
BCL2L1,0.002259257
HOXB2,0.0022291273
CDC20,0.0022035886
PLK1,0.0021857242
CSTB,0.0021713276
DPYSL2,0.0021606206
CTSB,0.0021497556
CA11,0.0021414922
CRELD1,0.0021191107
PRX,0.0021114508
TAPBP,0.0020864035
HSPA8,0.002078083
GABARAPL1,0.0020294627
FNBP1,0.0020105704
NENF,0.0020030728
NFKBIA,0.0019839942
LRP1,0.0019830465
MSH6,0.0019765897
MPP5,0.001973024
ATF5,0.0019704085
BTG2,0.0019669193
HIST1H2BD,0.001964392
MSRB1,0.0019594627
CPEB4,0.0019414579
PDLIM4,0.0019323585
BPGM,0.0019200657
GRN,0.0019156552
IGFBP2,0.0019105639
SELM,0.0019082213
APOE,0.0019058218
ID1,0.0019053549
CDC45,0.0018992334
HBG2,0.0018983581
ARMCX3,0.0018947145
SELPLG,0.0018901651
EMP3,0.0018791264
MSRB2,0.0018754518
CALM2,0.0018741718
SCPEP1,0.001869413
KIF14,0.0018576944
HIST2H2BE,0.0018533904
ICAM4,0.0018502953
ZFHX3,0.0018481887
DSCR8,0.0018388456
ATF7IP2,0.0018343275
NEU1,0.0018335591
LYRM9,0.0018251566
KIF2C,0.0018082936
BNIP3L,0.0018067182
APOLD1,0.0017984768
HLA-B,0.0017902699
ARHGEF6,0.0017632562
SEC24D,0.0017520945
LY6E,0.0017395983
S100A13,0.001737548
HIST1H4E,0.0017200093
BLVRB,0.0017194081
RP11-109G23.3,0.0017131966
ALAS1,0.0017086412
CENPU,0.0017085081
EXOG,0.0017000098
KMT2E,0.0016765154
FEZ1,0.0016762242
UBE2H,0.0016708585
SPINT1,0.0016538149
AAK1,0.0016537611
BTG1,0.0016475035
CCNA2,0.0016358576
PLA2G16,0.0016354917
DYNLL1,0.0016112553
TNFAIP8,0.0016106861
SEPP1,0.0016102284
SPC24,0.0015989618
HMMR,0.0015967954
ARL6IP5,0.0015964957
CKAP2,0.001596313
LYZ,0.0015859096
MGST3,0.0015799127
HIST1H3H,0.0015681646
