,0
SDF2L1,0.009367341
GAL,0.008783082
PGD,0.008617333
CD7,0.008497727
MACF1,0.008112142
CD99,0.007917571
MDK,0.007430958
TMSB10,0.007264126
WAC-AS1,0.006187957
MPZL1,0.0060120476
LINC01420,0.0060020993
SNHG9,0.005682906
SGOL1,0.005635492
ENO1,0.0056058723
NEAT1,0.00556384
TMEM54,0.005555386
BNIP3L,0.0052579935
TGFB1,0.005250149
SMYD3,0.005220537
FABP5,0.0049857455
MANF,0.004962004
PSMD5-AS1,0.004940331
CDK1,0.0048361146
VAT1,0.0047663604
PKIG,0.0047180937
SSB,0.004703544
WDR43,0.0046284976
SEPT6,0.004612941
SVIP,0.0045801336
PTPRS,0.004505954
CTSB,0.004501494
CCND3,0.0044931485
LDHA,0.004471668
AC007246.3,0.0044713733
SOCS1,0.0044676247
PHB,0.004457848
SMC4,0.004416556
NCOA4,0.0043776636
DUSP13,0.0043672672
FADS1,0.0043025385
GMPPA,0.0042676902
FASN,0.004251707
LMO4,0.0041900096
RNASET2,0.004175392
KCNQ1OT1,0.00417486
GAPDH,0.004146969
KIAA0101,0.004104759
CD53,0.0040916456
COMMD6,0.004064459
ATF7IP2,0.004024329
MS4A4A,0.003942708
TMSB4X,0.003918698
ASRGL1,0.00390395
APLP2,0.0038433578
TEX30,0.0038430688
CLC,0.0038144153
KRT18,0.0038037838
PNISR,0.0037831143
IFITM2,0.0037511718
PSMA4,0.0037468758
PPIC,0.0037103735
HES6,0.0037048524
PKM,0.0036847936
IGBP1,0.003653525
TUBB,0.0035466459
LACTB,0.0035389932
GSN,0.0035373962
CALR,0.003524605
SON,0.0035107108
TSPAN13,0.0034839846
YBX1,0.0034577001
CKS2,0.0034426583
TUBA1C,0.003441375
POLR2E,0.0034360674
HOTAIRM1,0.003389192
AC016629.3,0.0033890693
ID1,0.0033852933
AP001171.1,0.0033771724
AURKA,0.0033704368
HIST2H2AC,0.0033340987
PPP1R12A,0.0033153475
CKS1B,0.0032557845
VIM,0.0032557566
CAPG,0.003254334
S100A11,0.0032532571
NPW,0.0032532522
LINC01003,0.0032477442
PSMB6,0.003239355
COMT,0.0032373592
