,0
LAPTM4B,0.009442339
GPSM3,0.007120722
GYPC,0.0068236324
LY6E,0.006753787
WDR43,0.0067418865
CD99,0.0067306245
PIM1,0.0063495585
ID1,0.0062598092
YPEL3,0.006147438
TMEM219,0.0060910475
ACTB,0.006074772
CTSB,0.005512488
CCS,0.0052478695
ITM2B,0.0051039406
HBD,0.0050738007
FCER1G,0.005038148
ST6GALNAC1,0.0050333627
CNN2,0.00502988
SRSF7,0.0049779518
C6orf1,0.0049372558
CAP1,0.0048895646
QPRT,0.0048159664
PPP1R18,0.004757069
HEMGN,0.004727429
TAX1BP1,0.004689198
MT2A,0.004648233
NEAT1,0.0045518545
ARHGDIB,0.00451538
AP001171.1,0.0044507356
LAPTM5,0.004343465
TPM4,0.0042995317
TSPAN32,0.0042492584
PRKCB,0.0042342567
TLN1,0.004013539
UBE2L6,0.0039910176
HERC2,0.003982366
CORO1B,0.0039737774
RAC2,0.003886963
ARMCX3,0.003879069
BCL2L11,0.0038477492
RABAC1,0.00383022
HNRNPH1,0.0037879976
CAPG,0.003716168
HAGH,0.0036758955
CMTM6,0.0036616547
MYL6,0.0036581962
CFD,0.0035809681
NR2F2,0.003579559
LGALS1,0.0035785479
PHB,0.003537117
XIST,0.0035252618
LST1,0.0034875914
MAPRE3,0.0034866086
WARS,0.0034807948
SH3BGRL3,0.0034792845
GINS2,0.003465455
ZNF431,0.0034452
RTN4,0.0034321046
RCSD1,0.0034038203
BCL2L1,0.0033594116
MSRB2,0.0032037632
HOXB4,0.003185794
CFH,0.0031535663
LIMS1,0.0031242454
FEZ1,0.003112182
FAM101B,0.0030355495
KIAA1551,0.0030341705
REEP6,0.0030214116
CA11,0.0030149731
NFE2L2,0.003013969
CYBA,0.0030113275
PHF19,0.0030004878
FADS1,0.0029859878
SAMSN1,0.002962508
TMSB4X,0.0029564735
CD47,0.0029308149
GNAI2,0.0029004365
CCPG1,0.0028873389
RNASET2,0.0028840676
MSN,0.002849852
CARHSP1,0.0028389704
SERPINF1,0.0028354127
PNISR,0.0028340127
TMSB10,0.0028277857
HP1BP3,0.0028237675
SVIP,0.0028148785
TAF7,0.0028114587
HSP90B1,0.0028055853
WSB1,0.0027833479
PKM,0.0027772791
FEV,0.002772354
CMPK2,0.0027674919
AK8,0.0027454586
JUN,0.002742231
FAM178B,0.0027058625
