,0
HBZ,0.014817095
GAL,0.007000388
SNHG19,0.006728809
PSAP,0.006501167
HBG2,0.0064628907
HBG1,0.0064472747
PPP3CA,0.006319044
TUBA1C,0.0059602703
HIST1H2BJ,0.0059403307
HNRNPH1,0.0056697708
MTRNR2L8,0.0056577795
COL18A1,0.0055373036
PITX1,0.0053719506
MT-ATP6,0.0052347938
MT-ND2,0.005187727
KCNH2,0.005047256
RAB11FIP1,0.004968483
PHF19,0.004964408
APLP2,0.004901917
FAM178B,0.0048822695
ACP5,0.0048724436
IRF2BP2,0.0048245946
SARS,0.004797748
KPNA2,0.00478776
RP11-717F1.1,0.004724359
ASRGL1,0.004721604
SRM,0.004715588
IER2,0.0047011306
RAN,0.0046369326
FABP5,0.00460445
FASN,0.0044604265
MT-ND4L,0.0044470043
MT-CYB,0.0043718745
DUSP9,0.00436121
FAM83A,0.0043088114
MT-ND4,0.00422591
GAPDH,0.004207065
MT-ND1,0.004149985
MT-CO2,0.003977672
DDX21,0.0039670393
HBA2,0.0039099986
HN1,0.003890899
HBA1,0.0037934452
CKS1B,0.0037931947
CCNB2,0.0037843636
HBD,0.003757564
MYLIP,0.0037259187
SPC25,0.0036768436
PTP4A3,0.0036282595
BCYRN1,0.0036186008
ASIC4,0.0036174895
PA2G4,0.003558151
PSMD5-AS1,0.003541103
ZC3HAV1,0.0034967936
XIST,0.0034872189
BLVRB,0.0033923609
HIST2H2AC,0.003385492
IGDCC3,0.0033761081
C4orf48,0.0033396839
TAF7,0.0033376366
GLUL,0.0033283515
TUBB4B,0.003298792
MT-CO3,0.00327475
TAC3,0.0032419204
IGBP1,0.0032207132
SEPP1,0.0032131046
SNHG9,0.0031759003
PPP1R14A,0.0031218703
NCOA4,0.0031154214
GMPPA,0.003109376
AVP,0.0030685186
MS4A4A,0.0030591805
GYPC,0.0030065353
APOC1,0.0030036664
FAM234A,0.003001063
PHB,0.0029860511
CYBRD1,0.002968092
TMEM54,0.0029584076
LYAR,0.0029566828
PRKAR2B,0.0029473999
RUNX1,0.0029342382
CITED2,0.0029238507
PKM,0.0029055683
CKB,0.0029047462
MIR4458HG,0.0028792487
PRDX1,0.0028174059
ASH2L,0.0028031932
CALM2,0.0028031827
CTNNB1,0.0027542654
HIST1H4C,0.0027464805
AC016629.3,0.0027352932
HOXB2,0.0027290082
HIST1H2AC,0.0027223087
SDSL,0.0026964783
AC079466.1,0.0026944613
SLC2A1,0.0026872996
ILF3-AS1,0.0026469221
ALAS2,0.0025812802
ODC1,0.0025707607
NENF,0.0025326114
BHLHE40,0.0025266008
WARS,0.0025157032
CALR,0.0024516832
NFE2,0.0024108458
MYH9,0.0024064954
PTMA,0.0023918864
IAH1,0.0023843558
COMMD6,0.0023733724
OAZ2,0.0023727603
TPX2,0.0023534426
DEK,0.002352324
CD93,0.002325615
TAPBP,0.0022940862
SYF2,0.002281034
PDIA4,0.0022760602
ZYX,0.002275903
LEPROT,0.0022677172
FEZ1,0.0022587946
LACTB,0.0022313087
CLSPN,0.0022295264
HIST1H2BD,0.0022272125
HSP90AA1,0.0022243136
MYC,0.0022184665
METTL9,0.0022100608
DLGAP5,0.0022097577
ARPC3,0.0022027243
LINC01094,0.0021956817
LDHA,0.002189014
NEAT1,0.0021620325
NME1,0.002143101
ANXA3,0.0021388545
IDS,0.0021287105
WDR43,0.0021282036
MT-CO1,0.002127167
TEX30,0.0021215652
GALK1,0.002115905
RPL14,0.0021099271
PLEKHA2,0.0021061425
RNASET2,0.0020961973
SCPEP1,0.0020790976
CSTB,0.0020776575
UFD1L,0.002076267
CLCN3,0.0020703196
NHLRC3,0.0020670616
MDM4,0.0020634609
RPS6,0.002058142
MTHFR,0.0020319794
CARHSP1,0.0020279717
APOLD1,0.0020179602
DNAJB1,0.001993086
IGFBP2,0.0019797168
TOR3A,0.0019664513
ZBED6CL,0.0019398872
QPRT,0.001920432
ANKRD10,0.0019149208
DYNLL1,0.0019097695
RPL34,0.0018912364
PRDX2,0.0018444894
LAPTM5,0.001818343
ZMAT3,0.0018073819
YBX1,0.0017880555
RPL7,0.0017567251
HMGB2,0.0017438986
SDCBP,0.0017260623
CHI3L2,0.0017204286
RAB3D,0.0017196547
JADE1,0.0017086914
CCNG2,0.0017071308
WDR76,0.0017054141
CDCA8,0.0016964957
NFE2L2,0.0016747625
TSC22D4,0.0016671512
MROH8,0.0016649636
MIR3945HG,0.0016616303
CD55,0.0016496255
SERPINB9,0.0016402074
PLEKHA4,0.00162151
RPL3,0.0016134755
LGALS1,0.0015895044
ASAH1,0.0015615275
APOBEC3C,0.0015588402
DNAJB4,0.0015179259
HEMK1,0.0015168157
STAM-AS1,0.0015135612
ANTXR2,0.001504007
IER3,0.0014817707
HES4,0.0014703643
TFAP2B,0.0014439591
C3,0.0014388524
RP11-693J15.6,0.0014373197
ANKRD28,0.0014320395
LRP12,0.0014090135
FAM118A,0.0013993863
MSRB1,0.0013974519
RPL10,0.0013801517
ARHGDIB,0.0013753424
POU6F2,0.0013713489
THEMIS2,0.0013703689
PTTG1,0.0013665074
PRSS57,0.0013573911
IL17RA,0.0013443843
SLC44A1,0.0013312403
LGALS3BP,0.0013303218
GINS2,0.001319743
CST3,0.0013170365
HSPA1A,0.001316062
CCNL1,0.001308825
HSD17B4,0.0012936945
PYY,0.0012806946
RP11-620J15.3,0.0012796146
MRVI1-AS1,0.0012775637
ORAI2,0.0012771534
HIST1H2BH,0.001267804
RP5-1065J22.8,0.001256112
ZDHHC12,0.0012346248
HIST3H2A,0.0012251388
PHLDA1,0.0012234591
CRYAB,0.0012181759
CDKN2D,0.0012172237
RPS3A,0.0012129298
UBE2S,0.0012110948
HERC2,0.0012060737
SQLE,0.0012055853
SLC7A8,0.0012042758
PRKCB,0.0011867381
AFMID,0.0011807241
CISH,0.0011741442
EMP3,0.001164586
SVIP,0.0011601916
ATP1B1,0.0011518814
MMP23B,0.0011497427
DLX4,0.0011488426
ARMCX3,0.0011458609
RP11-598F7.3,0.0011456901
TMEM217,0.0011441748
LGALSL,0.0011344526
P2RX6,0.0011321784
SGK1,0.0011188812
LINC00936,0.0011181558
TLCD2,0.0011180072
