,0
ARPC1B,0.009861307
GYPB,0.009856692
TOP2A,0.008639728
ZSCAN16-AS1,0.008546126
HBZ,0.008290972
FCER1G,0.008254652
STMN1,0.007793685
LGALS1,0.0077453316
PRDX5,0.0073485244
GYPA,0.0072145546
MKI67,0.0069862446
FAM89A,0.006862308
HMGN2,0.006841311
ALAS2,0.006685149
RSRP1,0.0066508297
TFRC,0.006557281
DYNLL1,0.0064608534
CTSL,0.0063424828
STIM2,0.0063274656
HIST1H1C,0.0062569743
GTSE1,0.006198229
KCNH2,0.0061529796
SH3BGRL3,0.0060501965
HERC2,0.0059723537
SNHG19,0.0057593766
RP11-717F1.1,0.005678267
DSCR8,0.005668576
UCP2,0.0055888044
C4orf48,0.0055421027
MACF1,0.005483278
TMSB10,0.0054074638
ILF3-AS1,0.0053859684
TPX2,0.0053597246
PPP1R12A,0.0053480947
CALM2,0.0053416505
GMPPA,0.0053399685
PHF19,0.0053393417
UBE2S,0.00525995
ASRGL1,0.00517838
USP20,0.00512523
PTTG1,0.00511734
PSAP,0.0050720507
MEF2C,0.0049692485
CKS1B,0.004954468
SEPP1,0.0048983786
HIST1H2BJ,0.004864343
TSC22D4,0.004841963
CENPF,0.004779352
LAPTM4B,0.004769277
CHD2,0.0047585606
FILIP1L,0.004730687
COX17,0.0046583815
RPL22L1,0.004573834
CD99,0.004567549
PRDX2,0.004459279
TRAPPC6A,0.0044434234
PLK1,0.0044204164
POLR3GL,0.0044016177
GALK1,0.004396442
PCNA,0.0043837214
CD53,0.0043795276
AK8,0.0043516434
MIR4458HG,0.0042672637
COL2A1,0.004232876
NFE2,0.004215088
PHACTR1,0.004143621
VAMP8,0.0041229683
CTSB,0.00411877
TXNIP,0.0041147447
IQGAP2,0.004108373
ARL6IP1,0.0040715984
CCNB2,0.0040376447
BCYRN1,0.0040237103
CTSC,0.0040217363
DEK,0.0040181074
DDX1,0.0039959196
ARHGDIB,0.0039817807
CCNA2,0.0039802724
GINS2,0.0039475295
QPRT,0.0039402214
ROGDI,0.0039252313
PPP1R14A,0.0038951328
RAC2,0.003888641
