,0
CAPG,0.008875669
FRG1,0.007827184
RQCD1,0.0074076126
PSMD5-AS1,0.00701472
TXNIP,0.006698017
PSMA4,0.0063841483
APOE,0.006035244
GMPPA,0.005969036
CKS2,0.00578011
HP1BP3,0.0056186337
BLVRB,0.0053358404
NEAT1,0.005208687
UBB,0.0051898514
MALAT1,0.0050679906
CST3,0.005014185
CD63,0.0048680403
TSPYL1,0.004821587
TRAPPC6A,0.004801451
AC007246.3,0.0047230823
CDC42,0.004633082
STMN1,0.0045989077
PHB,0.0044536763
CD99,0.0044232304
GYPB,0.0042992537
EBNA1BP2,0.004171781
EIF4A2,0.004112756
PRDX1,0.0041049183
CDC42SE1,0.0039548683
CRYM,0.0038740884
HSP90AA1,0.0038369722
RNF213,0.0037557508
SDCBP,0.0037421396
UBC,0.0037299853
RHOC,0.0037013004
SLC25A37,0.0036972875
TESC,0.0036761137
AK8,0.003667548
FNDC3A,0.003568671
HSP90B1,0.0035614658
HBG2,0.0035526857
CACYBP,0.003545656
UBE2L6,0.003526608
EMP3,0.0035196657
BEX2,0.0034828433
GYPA,0.003451988
RTN4,0.00344846
PRDX2,0.0034044422
SOCS2,0.0033758122
MS4A4A,0.0033756963
CKB,0.0033740236
GSTP1,0.0033319495
ORC6,0.0033180646
CYBA,0.0032925906
DLX4,0.0032897168
PPP1CB,0.0032671746
CMB9-22P13.1,0.0032666018
PSMB6,0.0032127402
S100A11,0.0032099623
CCNB2,0.0031851043
ALAS2,0.0031806387
GINS2,0.0031150812
ODC1,0.0030700332
EIF1B,0.0030526663
CTSZ,0.0030068222
TAF7,0.0029969427
CCDC159,0.0029872067
CAPZA1,0.00297965
VAT1,0.0029673048
TKFC,0.002966595
FAM234A,0.0029633495
PIM1,0.0028966719
S100A1,0.0028852988
PRDX4,0.0028726629
MAPRE3,0.0028653634
SDSL,0.0028591368
VAMP8,0.0028274783
KPNA2,0.0028149737
BTG1,0.0028052924
SPC24,0.0028035005
SLC2A1,0.0027747124
UBALD2,0.0027746335
DYNLL1,0.0027529045
EIF1,0.0027509036
ZNF431,0.002749622
CREG1,0.0027401042
HIST1H1C,0.0027227008
ANP32E,0.0026623686
ARID4B,0.0026517313
GSTM3,0.0026437098
TUSC3,0.0026265606
SERPINB1,0.0025800639
TK1,0.0025695136
PPCS,0.0025517365
GAL,0.0025405097
WAC-AS1,0.0025177407
BST2,0.0025127265
DNAJC3,0.002509552
CNN1,0.0025063152
CA11,0.002496387
BCYRN1,0.002489615
RP5-1171I10.5,0.0024806731
FLNA,0.002474562
LIMS1,0.0024663717
MSH6,0.0024623137
WBP5,0.0024516007
RNF168,0.0024308576
POLR2E,0.002412031
ASRGL1,0.0024105364
HBD,0.0023798435
CPEB4,0.0023737787
CKAP2,0.0023639365
HAGH,0.0023471825
COL2A1,0.0023407766
TMEM120B,0.0023296261
ZEB2,0.0023060753
SVIP,0.002272521
FUCA1,0.002262613
DSC2,0.0022615748
SYF2,0.0022459237
REEP6,0.0022401137
TNRC6B,0.0022242542
SOX4,0.0022206763
FASN,0.0022016384
CALR,0.0021957923
SARS,0.0021492909
DAB2,0.0021329364
S100A4,0.0021270586
ZFHX3,0.0021183647
SLC6A19,0.0020920546
MPZL1,0.0020666237
HOTAIRM1,0.002055836
ZMAT3,0.0020493586
FTH1,0.0020342788
RGCC,0.0020173725
TMEM54,0.0020062928
ID2,0.00200499
CD59,0.0019713338
MEIS3,0.0019597034
RAB4B,0.0019501968
B2M,0.001934774
MYL6,0.0019234805
LYAR,0.0019124964
SYP,0.0019103708
RABAC1,0.001890376
TUBA1B,0.0018553342
LDHA,0.0018327602
LEPROT,0.0018030882
SUMF2,0.001799169
HNRNPH1,0.0017649845
GABARAPL1,0.0017619978
CRELD1,0.0017615794
GLUL,0.0017474823
TOR1AIP2,0.0017362483
TLE2,0.0017264591
TUBB4B,0.0017245109
TJP2,0.00172342
UCP2,0.0017090883
SNHG9,0.0017072193
CENPF,0.0016940791
PSRC1,0.0016859713
PSAP,0.0016744867
DST,0.0016646074
TAPBP,0.001662645
HIST1H3H,0.0016461854
FAM89A,0.001637426
COMMD6,0.0016360662
CD7,0.0016324193
HMGCL,0.0016247297
TPX2,0.0016219589
CLIP2,0.0016035233
MLXIP,0.001602125
SELPLG,0.0015849208
FOLR1,0.0015804039
MAPKAPK2,0.0015633729
NUSAP1,0.0015623563
APOL4,0.0015544674
SMIM1,0.0015383596
RASSF2,0.00153533
SLC2A1-AS1,0.0015329205
RAB11FIP1,0.0015277849
ST3GAL5,0.0015260731
DNAJC4,0.0015169353
HSPA1A,0.0015029086
SDF2L1,0.0014935542
AC018816.3,0.0014887409
OS9,0.0014745012
STIM2,0.0014712344
CREM,0.0014662961
PSMB1,0.0014635695
LDHB,0.001457947
YPEL3,0.0014578206
TGFB1,0.0014477655
PYGL,0.0014375362
LRRC16A,0.0014321465
FOXL2,0.0014315387
NPC2,0.0013938127
AXL,0.0013924032
RSRP1,0.0013895007
THEMIS2,0.0013886158
MORN3,0.0013769879
LTB,0.0013690041
DHFR,0.001362451
ZDHHC12,0.0013548173
KIF14,0.0013426438
ATF5,0.001335564
FUT1,0.0013354348
RP11-887P2.5,0.0013314396
HSP90AB1,0.0013283085
JUNB,0.0013235197
IL10RB,0.0013211475
TRIM5,0.0013006317
MAN1B1-AS1,0.0012913841
DUSP5,0.001290181
TRIM63,0.0012879331
LGALS12,0.0012832962
SET,0.0012805556
CYP3A5,0.0012664533
AURKB,0.001263725
RGS16,0.0012592366
PHLDA2,0.001257012
ZFP36,0.0012558578
ATF7IP2,0.001253627
MARC2,0.001253531
TUBB2B,0.0012468218
CPXM1,0.0012440878
LINC01094,0.0012394274
HIST3H2A,0.0012342307
PYROXD2,0.001231957
ANXA2R,0.0012297052
KIAA0513,0.0012272749
HIST1H2AC,0.0012244115
TIMP4,0.0012170878
DUSP1,0.0012167465
WARS,0.0012050974
BIRC5,0.001202953
TAF1A,0.001194578
SNCG,0.0011914417
PLEKHO1,0.0011907495
KLF1,0.0011808894
APOC1,0.0011768999
HIST1H2BE,0.0011570875
MPC2,0.001155176
APOBR,0.0011528919
H1FX,0.0011511793
HSPB1,0.0011313233
PSMB2,0.0011309688
BPGM,0.0011286228
CLDN6,0.0011263519
MAP7D1,0.0011242846
PHKG1,0.0011166424
CTD-2035E11.5,0.0011157447
RPL3,0.0011124555
JADE1,0.0011037298
TMEM158,0.0010908489
SCPEP1,0.0010860382
PLEKHH2,0.0010843135
LINC-PINT,0.0010833957
CCS,0.001081385
HBP1,0.0010802484
SYTL1,0.0010758288
ICAM1,0.0010714896
SON,0.0010624086
CCDC148,0.0010582674
SMIM14,0.0010503395
POU6F2,0.0010496485
ZC3HAV1,0.001047741
S100A10,0.0010474564
MLLT11,0.0010395559
AC074289.1,0.001039297
ATG2A,0.0010342802
YPEL1,0.0010331755
DEK,0.0010303168
PLPPR3,0.0010287013
HOXB9,0.0010275163
H6PD,0.0010172677
ADGRD1,0.0010153853
CLTA,0.0010125961
CDCP1,0.0010083877
DUSP13,0.0009987152
FOXA1,0.0009986662
QSOX1,0.0009984549
ECM1,0.0009925222
CCRL2,0.0009900362
CFAP70,0.000983273
SERPINF1,0.0009823095
HBG1,0.00098197
DAZAP2,0.0009787825
C1orf56,0.0009777861
MT-CO1,0.00097501936
HSD17B14,0.0009623942
PHACTR1,0.0009598088
LINC01305,0.00095767085
